"source","plotNo","oatName","peaName"
"oatEntry 120","IL23-911","48 g for 2 plots","IA"
"oatEntry 120","IL23-911","24 g for 1 plots","IL"
"oatEntry 120","IL23-911","24 g for 1 plots","ND"
"oatEntry 121","IL23-913","24 g for 1 plots","AL"
"oatEntry 121","IL23-913","24 g for 1 plots","IL"
"oatEntry 121","IL23-913","24 g for 1 plots","ND"
"oatEntry 121","IL23-913","48 g for 2 plots","NY"
"oatEntry 122","IL23-923","72 g for 3 plots","AL"
"oatEntry 122","IL23-923","24 g for 1 plots","IA"
"oatEntry 122","IL23-923","72 g for 3 plots","IL"
"oatEntry 122","IL23-923","24 g for 1 plots","ND"
"oatEntry 122","IL23-923","48 g for 2 plots","NY"
"oatEntry 123","IL23-939","48 g for 2 plots","IA"
"oatEntry 123","IL23-939","48 g for 2 plots","IL"
"oatEntry 123","IL23-939","48 g for 2 plots","ND"
"oatEntry 123","IL23-939","24 g for 1 plots","NY"
"oatEntry 124","IL23-943","48 g for 2 plots","AL"
"oatEntry 124","IL23-943","24 g for 1 plots","IA"
"oatEntry 124","IL23-943","48 g for 2 plots","IL"
"oatEntry 124","IL23-943","48 g for 2 plots","ND"
"oatEntry 124","IL23-943","48 g for 2 plots","NY"
"oatEntry 125","IL23-951","48 g for 2 plots","AL"
"oatEntry 125","IL23-951","96 g for 4 plots","IA"
"oatEntry 125","IL23-951","120 g for 5 plots","IL"
"oatEntry 125","IL23-951","48 g for 2 plots","ND"
"oatEntry 125","IL23-951","48 g for 2 plots","NY"
"oatEntry 126","IL23-957","48 g for 2 plots","IA"
"oatEntry 126","IL23-957","24 g for 1 plots","IL"
"oatEntry 126","IL23-957","72 g for 3 plots","ND"
"oatEntry 126","IL23-957","24 g for 1 plots","NY"
"oatEntry 127","IL23-959","72 g for 3 plots","AL"
"oatEntry 127","IL23-959","24 g for 1 plots","IA"
"oatEntry 128","IL23-963","24 g for 1 plots","AL"
"oatEntry 128","IL23-963","48 g for 2 plots","IA"
"oatEntry 128","IL23-963","24 g for 1 plots","IL"
"oatEntry 128","IL23-963","48 g for 2 plots","ND"
"oatEntry 128","IL23-963","96 g for 4 plots","NY"
"oatEntry 129","IL23-965","24 g for 1 plots","AL"
"oatEntry 129","IL23-965","24 g for 1 plots","IA"
"oatEntry 129","IL23-965","24 g for 1 plots","IL"
"oatEntry 129","IL23-965","24 g for 1 plots","ND"
"oatEntry 129","IL23-965","24 g for 1 plots","NY"
"oatEntry 130","IL23-971","48 g for 2 plots","AL"
"oatEntry 130","IL23-971","96 g for 4 plots","IA"
"oatEntry 130","IL23-971","96 g for 4 plots","IL"
"oatEntry 130","IL23-971","24 g for 1 plots","ND"
"oatEntry 130","IL23-971","96 g for 4 plots","NY"
"oatEntry 131","IL23-1037","72 g for 3 plots","IA"
"oatEntry 131","IL23-1037","48 g for 2 plots","IL"
"oatEntry 131","IL23-1037","24 g for 1 plots","NY"
"oatEntry 132","IL23-1115","72 g for 3 plots","AL"
"oatEntry 132","IL23-1115","24 g for 1 plots","IA"
"oatEntry 132","IL23-1115","24 g for 1 plots","IL"
"oatEntry 132","IL23-1115","24 g for 1 plots","NY"
"oatEntry 133","IL23-1129","24 g for 1 plots","AL"
"oatEntry 133","IL23-1129","24 g for 1 plots","NY"
"oatEntry 134","IL23-1163","48 g for 2 plots","IA"
"oatEntry 134","IL23-1163","24 g for 1 plots","ND"
"oatEntry 134","IL23-1163","24 g for 1 plots","NY"
"oatEntry 135","IL23-1165","48 g for 2 plots","AL"
"oatEntry 135","IL23-1165","72 g for 3 plots","IA"
"oatEntry 135","IL23-1165","96 g for 4 plots","ND"
"oatEntry 135","IL23-1165","24 g for 1 plots","NY"
"oatEntry 136","IL23-1206","96 g for 4 plots","AL"
"oatEntry 136","IL23-1206","72 g for 3 plots","IL"
"oatEntry 136","IL23-1206","24 g for 1 plots","ND"
"oatEntry 136","IL23-1206","48 g for 2 plots","NY"
"oatEntry 137","IL23-1209","48 g for 2 plots","AL"
"oatEntry 137","IL23-1209","48 g for 2 plots","IA"
"oatEntry 137","IL23-1209","72 g for 3 plots","IL"
"oatEntry 137","IL23-1209","24 g for 1 plots","ND"
"oatEntry 137","IL23-1209","96 g for 4 plots","NY"
"oatEntry 138","IL23-1225","24 g for 1 plots","IA"
"oatEntry 138","IL23-1225","48 g for 2 plots","IL"
"oatEntry 138","IL23-1225","24 g for 1 plots","ND"
"oatEntry 139","IL23-1228","72 g for 3 plots","AL"
"oatEntry 139","IL23-1228","96 g for 4 plots","IA"
"oatEntry 139","IL23-1228","24 g for 1 plots","IL"
"oatEntry 139","IL23-1228","48 g for 2 plots","NY"
"oatEntry 140","IL23-1236","24 g for 1 plots","IA"
"oatEntry 140","IL23-1236","48 g for 2 plots","IL"
"oatEntry 140","IL23-1236","48 g for 2 plots","NY"
"oatEntry 141","IL23-1259","48 g for 2 plots","AL"
"oatEntry 141","IL23-1259","24 g for 1 plots","IA"
"oatEntry 141","IL23-1259","24 g for 1 plots","ND"
"oatEntry 142","IL23-1348","48 g for 2 plots","AL"
"oatEntry 142","IL23-1348","48 g for 2 plots","ND"
"oatEntry 142","IL23-1348","72 g for 3 plots","NY"
"oatEntry 143","IL23-1358","24 g for 1 plots","AL"
"oatEntry 143","IL23-1358","24 g for 1 plots","IL"
"oatEntry 144","IL23-1364","24 g for 1 plots","IA"
"oatEntry 144","IL23-1364","72 g for 3 plots","NY"
"oatEntry 145","IL23-1409","24 g for 1 plots","AL"
"oatEntry 145","IL23-1409","24 g for 1 plots","ND"
"oatEntry 145","IL23-1409","48 g for 2 plots","NY"
"oatEntry 146","IL23-1410","96 g for 4 plots","AL"
"oatEntry 146","IL23-1410","24 g for 1 plots","IA"
"oatEntry 146","IL23-1410","24 g for 1 plots","IL"
"oatEntry 146","IL23-1410","72 g for 3 plots","ND"
"oatEntry 147","IL23-1413","24 g for 1 plots","IA"
"oatEntry 147","IL23-1413","24 g for 1 plots","IL"
"oatEntry 148","IL23-1414","48 g for 2 plots","IA"
"oatEntry 148","IL23-1414","24 g for 1 plots","ND"
"oatEntry 148","IL23-1414","48 g for 2 plots","NY"
"oatEntry 149","IL23-1421","24 g for 1 plots","IA"
"oatEntry 149","IL23-1421","48 g for 2 plots","IL"
"oatEntry 149","IL23-1421","48 g for 2 plots","ND"
"oatEntry 149","IL23-1421","24 g for 1 plots","NY"
"oatEntry 150","IL23-1422","72 g for 3 plots","IA"
"oatEntry 150","IL23-1422","48 g for 2 plots","ND"
"oatEntry 150","IL23-1422","24 g for 1 plots","NY"
"oatEntry 151","IL23-1423","48 g for 2 plots","AL"
"oatEntry 151","IL23-1423","24 g for 1 plots","IA"
"oatEntry 151","IL23-1423","72 g for 3 plots","IL"
"oatEntry 151","IL23-1423","24 g for 1 plots","ND"
"oatEntry 151","IL23-1423","24 g for 1 plots","NY"
"oatEntry 152","IL23-1424","24 g for 1 plots","AL"
"oatEntry 152","IL23-1424","24 g for 1 plots","IA"
"oatEntry 152","IL23-1424","48 g for 2 plots","ND"
"oatEntry 153","IL23-1431","48 g for 2 plots","AL"
"oatEntry 153","IL23-1431","48 g for 2 plots","IL"
"oatEntry 154","IL23-1432","72 g for 3 plots","ND"
"oatEntry 154","IL23-1432","24 g for 1 plots","NY"
"oatEntry 155","IL23-1450","72 g for 3 plots","AL"
"oatEntry 155","IL23-1450","144 g for 6 plots","IA"
"oatEntry 155","IL23-1450","24 g for 1 plots","IL"
