"trial_name","breeding_program","location","year","design_type","description","trial_type","plot_width","plot_length","field_size","planting_date","harvest_date","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","range_number","row_number","col_number","seedlot_name","num_seed_per_plot","weight_gram_seed_per_plot","entry_number","is_private","intercrop_accession_name","Plant establishment - plants/ft2|CO_350:0005124","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Above ground dry biomass - g|timepoint 1|COMP:0000110","Above ground dry biomass - g|timepoint 2|COMP:0000111","Above ground dry biomass - g|timepoint 3|COMP:0000112","Pea Aboveground Dry Biomass - g|timepoint 1|COMP:0000118","Pea Aboveground Dry Biomass - g|timepoint 2|COMP:0000119","Pea Aboveground Dry Biomass - g|timepoint 3|COMP:0000120","Weed above ground dry biomass - g|timepoint 1|COMP:0000126","Weed above ground dry biomass - g|timepoint 2|COMP:0000127","Weed above ground dry biomass - g|timepoint 3|COMP:0000128","Heading date - Julian day|CO_350:0000270","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Maturity date - Julian day|CO_350:0000271","Pea Maturity Date - Julian Day|CO_xxx:0003015","Lodging severity - 0-9 Rating|CO_350:0005007","Lodging incidence - percent|CO_350:0000165","Total grain moisture content - percent|CO_350:xxx","Total grain weight - g|CO_350:xxx","Total grain yield - g/m2|CO_350:xxx","Total test weight - g/L|CO_350:xxx","Grain weight - g|CO_350:0005123","Pea Grain Weight - g|CO_xxx:0003006","Grain yield - g/m2|CO_350:0000260","Pea Grain Yield - g/m2|CO_xxx:0003008","Test weight - g/L|CO_350:0000259","Pea Test Weight - g/L|CO_xxx:0003016","Thousand grain weight - g|CO_350:0000251","Pea Thousand Grain Weight - g|CO_xxx:0003017","note"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_820","IL20-8456",820,7,NA,1,8,8,21,NA,NA,24,NA,NA,"NDP170153Y",17,8,40,77,81.28,NA,40,66,81.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,173,175,1,2,16.2,2481.14824,473.1266156,443.93,1952.996084,440.9991158,382.1910145,86.30119683,470.7352268,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_821","IL23-3545",821,6,NA,1,8,8,20,NA,NA,24,NA,NA,"NDP250073Y",25,6,42,72,106.68,NA,31,58,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,147,175,174,1,5,18,2463.00456,459.5785144,433.50125,1836.996317,485.9990256,359.490473,95.10744141,465.4559533,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_822","IL23-2253",822,6,NA,1,8,8,19,NA,NA,24,NA,NA,"NDP250039Y",14,5,36,70,101.6,NA,32,52,91.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,153,177,180,2,10,17.4,2326.92696,437.3644175,410.1975,1769.996451,446.9991038,346.3789533,87.47536278,413.5430965,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_823","IL23-415",823,6,NA,1,8,8,18,NA,NA,24,NA,NA,"NDP170089G",18,4,41,68,96.52,NA,39,66,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,144,176,174,5,5,17.5,2426.7172,455.5685819,420.11125,1799.996391,513.9989695,352.249783,100.5868825,441.6992222,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_824","IL23-1619",824,6,NA,1,8,8,17,NA,NA,24,NA,NA,"NDP250069Y",15,7,50,76,101.6,NA,41,57,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,152,173,178,1,5,17.8,2671.65688,499.7273826,433.75875,2043.995902,476.9990436,399.999198,93.34619249,463.6961954,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_825","IL22-5070",825,6,NA,1,8,8,16,NA,NA,24,NA,NA,"NDP250116G",15,8,44,77,96.52,NA,39,54,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,151,173,175,2,5,14.7,2254.35224,437.5739455,416.635,1696.996598,467.9990617,332.0932676,91.58494358,455.777285,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_826","IL23-3576",826,5,NA,1,8,8,15,NA,NA,24,NA,NA,"NDP250130Y",15,5,46,76,101.6,NA,36,51,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,152,175,177,1,2,14.5,2354.14248,458.0147955,414.44625,1895.996199,363.9992702,371.0364381,71.23273389,473.3748636,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_827","IL23-267",827,5,NA,1,8,8,14,NA,NA,24,NA,NA,"NDP250090Y",23,6,44,69,86.36,NA,40,54,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,151,176,177,2,2,15.5,2703.40832,519.8152347,395.7775,2057.995874,579.9988371,402.7389186,113.5027079,435.5400697,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_828","IL23-907",828,5,NA,1,8,8,13,NA,NA,24,NA,NA,"NDP250037Y",19,4,40,72,96.52,NA,44,61,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,146,175,173,5,20,15.5,2295.17552,441.3196456,387.92375,1607.996776,599.998797,314.6764728,117.4165943,438.1797065,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_829","IL22-948",829,5,NA,1,8,8,12,NA,NA,24,NA,NA,"NDP170328G",21,6,48,84,106.68,NA,39,57,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,173,175,6,20,14.4,1959.51744,381.683641,391.915,1491.997009,393.99921,291.9759312,77.10356361,489.2126843,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_830","IL15-2064",830,5,NA,1,8,8,11,NA,NA,24,NA,NA,"NDP250074Y",13,6,45,82,101.6,NA,40,63,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,153,173,179,3,5,13.8,2335.9988,458.2057447,369.89875,1647.996696,539.9989173,322.5042458,105.6749349,470.7352268,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_831","IL23-1644",831,6,NA,1,8,8,10,NA,NA,24,NA,NA,"NDP170183Y",19,6,46,83,91.44,NA,37,58,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,170,173,2,5,14.3,2526.50744,492.6994211,406.97875,1906.996177,537.9989213,373.1890756,105.2835462,473.3748636,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_832","IL21-753",832,6,NA,1,8,8,9,NA,NA,24,NA,NA,"NDP250089Y",16,8,44,74,91.44,NA,35,54,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,152,173,178,2,5,15.1,2730.62384,527.5337096,404.275,2131.995725,534.9989273,417.2202985,104.6964633,467.2157111,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_833","IL23-1037",833,6,NA,1,8,8,8,NA,NA,24,NA,NA,"NDP250059Y",11,6,43,74,91.44,NA,37,65,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,155,173,177,2,10,13.4,2349.60656,463.013535,409.1675,1732.996525,529.9989374,339.1382633,103.7179917,465.4559533,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_834","IL23-3730",834,6,NA,1,8,8,7,NA,NA,24,NA,NA,"NDP250147G",18,5,42,74,91.44,NA,39,57,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,152,177,179,2,5,14.1,2540.1152,496.509115,372.47375,1987.996014,470.9990557,389.0403159,92.17202655,445.2187379,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_835","IL21-6116",835,6,NA,1,8,8,6,NA,NA,24,NA,NA,"NDP170200Y",14,6,48,72,91.44,NA,44,58,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,151,173,175,1,2,13.8,2254.35224,442.1907866,422.5575,1936.996116,252.9994927,379.0599054,49.51066394,498.8913525,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_836","IL23-1668",836,5,NA,1,8,8,5,NA,NA,24,NA,NA,"NDP120083Y",18,5,43,80,91.44,NA,38,62,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,151,168,175,1,5,17,2354.14248,444.62255,425.51875,1776.996437,479.9990376,347.7488135,93.93327546,465.4559533,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_837","IL22-5365",837,5,NA,1,8,8,4,NA,NA,24,NA,NA,"NDP250123Y",17,7,47,76,96.52,NA,40,57,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,145,174,173,3,5,14,2422.18128,474.0080783,396.55,1878.996233,464.9990677,367.7096346,90.99786061,481.293774,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_838","IL23-4542",838,5,NA,1,8,8,3,NA,NA,24,NA,NA,"NDP150221G",11,8,40,66,91.44,NA,35,49,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,153,175,176,1,2,17.3,2630.8336,495.0847375,436.4625,2134.995719,386.9992241,417.8073815,75.73370334,494.4919579,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_839","IL22-3146",839,5,NA,1,8,8,2,NA,NA,24,NA,NA,"NDP140510Y",13,7,51,85,101.6,NA,44,60,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,148,175,175,3,5,16,2308.78328,441.309324,402.08625,1846.996297,344.9993083,361.4474162,67.51454174,462.8163165,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_840","IL23-957",840,5,NA,1,8,8,1,NA,NA,24,NA,NA,"NDP170245Y",16,7,40,76,91.44,NA,35,59,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,148,175,174,2,5,16.7,2394.96576,453.9677054,402.73,1908.996173,404.999188,373.5804643,79.25620117,428.5010383,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_901","IL22-3958",901,7,NA,1,9,9,1,NA,NA,24,NA,NA,"NDP250106G",22,5,41,80,96.52,NA,30,52,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,151,169,177,3,5,15.8,2490.22008,477.1231301,422.17125,2082.995824,349.9992983,407.6312766,68.49301336,457.5370429,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_902","IL21-5956",902,7,NA,1,9,9,2,NA,NA,24,NA,NA,"NDP250033Y",23,8,43,70,91.44,NA,36,53,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,148,174,177,1,2,14.6,2676.1928,520.0629525,390.24125,2419.995148,149.9996993,473.5802638,29.35414858,475.1346215,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_903","IL23-1842",903,7,NA,1,9,9,3,NA,NA,24,NA,NA,"NDP250051Y",17,4,41,66,91.44,NA,33,54,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,147,175,175,1,2,13.2,2562.7948,506.1907537,366.165,2193.995601,268.9994607,429.3533466,52.64177312,443.45898,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_904","IL23-453",904,7,NA,1,9,9,4,NA,NA,24,NA,NA,"NDP250127Y",17,7,39,60,91.44,NA,36,48,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,146,176,173,1,2,13.6,2422.18128,476.212767,372.98875,2041.995906,300.9993965,399.6078094,58.90399149,446.9784958,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_905","IL22-4050",905,7,NA,1,9,9,5,NA,NA,24,NA,NA,"NDP250156Y",26,6,47,86,96.52,NA,35,55,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,151,168,175,3,5,15.7,2086.5232,400.2500928,421.65625,1598.996794,404.999188,312.9152239,79.25620117,485.6931686,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_906","IL23-1608",906,8,NA,1,9,9,6,NA,NA,24,NA,NA,"NDP250165Y",21,7,47,70,81.28,NA,41,53,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,148,169,175,3,5,17.1,2580.93848,486.8697947,450.11,2032.995924,481.9990336,397.8465605,94.32466411,486.5730475,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_907","IL23-1806",907,8,NA,1,9,9,7,NA,NA,24,NA,NA,"NDP250187G",15,6,38,67,91.44,NA,32,52,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,151,176,176,3,2,14.3,2463.00456,480.3155937,396.67875,1864.996261,537.9989213,364.969914,105.2835462,440.8193433,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_908","IL23-3312",908,8,NA,1,9,9,8,NA,NA,24,NA,NA,"NDP250158Y",20,7,41,66,86.36,NA,36,62,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,152,175,176,3,5,14.6,2295.17552,446.0200915,455.13125,1672.996646,591.9988131,327.3966039,115.8510397,472.4949847,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_909","IL20-7841",909,8,NA,1,9,9,9,NA,NA,24,NA,NA,"NDP250083Y",19,7,39,73,101.6,NA,30,48,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,151,173,175,0,0,14.1,2413.10944,471.6836593,381.48625,1931.996126,341.9993143,378.0814337,66.92745877,467.2157111,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_910","IL23-1206",910,8,NA,1,9,9,10,NA,NA,24,NA,NA,"NDP250093Y",20,4,38,61,91.44,NA,31,52,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,150,175,175,2,5,11.5,2426.7172,488.7008424,365.3925,2062.995864,301.9993945,403.7173902,59.09968581,430.2607961,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_911","IL23-422",911,7,NA,1,9,9,11,NA,NA,24,NA,NA,"NDP250039Y",21,7,42,77,91.44,NA,33,57,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,153,176,182,1,2,13.9,2449.3968,479.8913769,369.12625,2023.995942,354.9992882,396.0853115,69.47148498,427.6211593,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_912","IL23-951",912,7,NA,1,9,9,12,NA,NA,24,NA,NA,"NDP121714R",20,5,34,75,91.44,NA,25,42,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,148,176,175,1,2,12.6,2286.10368,454.6613153,368.61125,1869.996251,359.9992782,365.9483857,70.4499566,463.6961954,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_913","IL23-971",913,7,NA,1,9,9,13,NA,NA,24,NA,NA,"NDP250170Y",15,5,34,72,91.44,NA,28,53,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,150,176,179,3,5,14,2413.10944,472.2327671,383.675,1818.996353,532.9989314,355.9679751,104.3050746,434.6601908,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_914","IL21-8143",914,7,NA,1,9,9,14,NA,NA,24,NA,NA,"NDP250164Y",19,5,45,79,86.36,NA,38,53,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,147,168,175,2,5,16.1,2431.25312,464.1654229,417.02125,1765.996459,599.998797,345.596176,117.4165943,456.657164,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_915","IL20-1037",915,7,NA,1,9,9,15,NA,NA,24,NA,NA,"NDP170057G",11,8,43,80,96.52,NA,34,60,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,147,168,175,1,2,18.7,2163.63384,400.2717681,424.875,1620.99675,383.9992301,317.220499,75.14662037,463.6961954,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_916","IL19-6432",916,8,NA,1,9,9,16,NA,NA,24,NA,NA,"ND VICTORY",15,5,48,74,91.44,NA,40,64,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,151,175,180,3,10,18.5,2621.76176,486.2185033,475.47375,1713.996563,784.9984261,335.4200711,153.6200442,443.45898,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_917","IL23-3228",917,8,NA,1,9,9,17,NA,NA,24,NA,NA,"NDP150084Y",14,4,38,68,96.52,NA,32,57,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,146,176,175,4,5,15,2608.154,504.4670505,389.46875,2117.995753,374.9992481,414.480578,73.38537146,418.82237,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_918","IL23-3443",918,8,NA,1,9,9,18,NA,NA,24,NA,NA,"NDP250100Y",18,3,35,65,96.52,NA,35,52,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,153,176,179,2,5,15.6,2626.29768,504.3906708,453.9725,1908.996173,631.9987329,373.5804643,123.6788127,453.1376483,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_919","IL23-2963",919,8,NA,1,9,9,19,NA,NA,24,NA,NA,"NDP250080Y",16,6,37,70,91.44,NA,34,53,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,150,176,175,1,2,17.4,2540.1152,477.4348417,414.18875,1773.996443,675.9986446,347.1617306,132.2893629,425.8614015,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_920","IL23-3312",920,8,NA,1,9,9,20,NA,NA,24,NA,NA,"NDP250152Y",20,10,38,68,86.36,NA,37,56,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,145,173,174,1,2,16.3,2689.80056,512.3021592,473.5425,1884.996221,741.9985123,368.8838005,145.2051883,459.2968008,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_921","IL19-4877",921,7,NA,1,9,9,21,NA,NA,24,NA,NA,"NDP170153Y",17,5,44,84,96.52,NA,44,66,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,149,173,176,2,5,15.9,2254.35224,431.4181572,438.39375,1585.99682,549.9988973,310.3711977,107.6318781,444.338859,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
