consec,GID,YEAR,IDno,MaxFreq,SeePlot_g,SeeLoc_g,AL,IA,IL,ND,NY,TOTALfreq,wgTOTAL,lCONSEC,lACCNO,lGID,lLOC,lLOCwg,pLABEL01,pLABEL02,pLABEL03
238,IL22-2362,22,2362,1,24,24,1,0,0,1,0,2,168,950,238,IL22-2362,IA,120 g,950  ( IA--238 ),IL22-2362,B4i-26 Oat seed ~120 g
238,IL22-2362,22,2362,1,24,24,1,0,0,1,0,2,168,951,238,IL22-2362,ND,120 g,951  ( ND--238 ),IL22-2362,B4i-26 Oat seed ~120 g
238,IL22-2362,22,2362,1,24,24,1,0,0,1,0,2,168,952,238,IL22-2362,NY,120 g,952  ( NY--238 ),IL22-2362,B4i-26 Oat seed ~120 g
239,IL22-2961,22,2961,1,24,24,1,0,1,1,0,3,192,953,239,IL22-2961,AL,120 g,953  ( AL--239 ),IL22-2961,B4i-26 Oat seed ~120 g
239,IL22-2961,22,2961,1,24,24,1,0,1,1,0,3,192,954,239,IL22-2961,IA,120 g,954  ( IA--239 ),IL22-2961,B4i-26 Oat seed ~120 g
239,IL22-2961,22,2961,1,24,24,1,0,1,1,0,3,192,955,239,IL22-2961,ND,120 g,955  ( ND--239 ),IL22-2961,B4i-26 Oat seed ~120 g
239,IL22-2961,22,2961,1,24,24,1,0,1,1,0,3,192,956,239,IL22-2961,NY,120 g,956  ( NY--239 ),IL22-2961,B4i-26 Oat seed ~120 g
240,IL22-5335,22,5335,1,24,24,0,0,0,1,0,1,144,957,240,IL22-5335,AL,120 g,957  ( AL--240 ),IL22-5335,B4i-26 Oat seed ~120 g
240,IL22-5335,22,5335,1,24,24,0,0,0,1,0,1,144,958,240,IL22-5335,IA,120 g,958  ( IA--240 ),IL22-5335,B4i-26 Oat seed ~120 g
240,IL22-5335,22,5335,1,24,24,0,0,0,1,0,1,144,959,240,IL22-5335,ND,120 g,959  ( ND--240 ),IL22-5335,B4i-26 Oat seed ~120 g
240,IL22-5335,22,5335,1,24,24,0,0,0,1,0,1,144,960,240,IL22-5335,NY,120 g,960  ( NY--240 ),IL22-5335,B4i-26 Oat seed ~120 g
241,IL23-247,23,247,1,24,24,1,1,1,0,1,4,216,961,241,IL23-247,AL,120 g,961  ( AL--241 ),IL23-247,B4i-26 Oat seed ~120 g
241,IL23-247,23,247,1,24,24,1,1,1,0,1,4,216,962,241,IL23-247,IA,120 g,962  ( IA--241 ),IL23-247,B4i-26 Oat seed ~120 g
241,IL23-247,23,247,1,24,24,1,1,1,0,1,4,216,963,241,IL23-247,ND,120 g,963  ( ND--241 ),IL23-247,B4i-26 Oat seed ~120 g
241,IL23-247,23,247,1,24,24,1,1,1,0,1,4,216,964,241,IL23-247,NY,120 g,964  ( NY--241 ),IL23-247,B4i-26 Oat seed ~120 g
242,IL23-251,23,251,1,24,24,0,0,1,1,1,3,192,965,242,IL23-251,AL,120 g,965  ( AL--242 ),IL23-251,B4i-26 Oat seed ~120 g
242,IL23-251,23,251,1,24,24,0,0,1,1,1,3,192,966,242,IL23-251,IA,120 g,966  ( IA--242 ),IL23-251,B4i-26 Oat seed ~120 g
242,IL23-251,23,251,1,24,24,0,0,1,1,1,3,192,967,242,IL23-251,ND,120 g,967  ( ND--242 ),IL23-251,B4i-26 Oat seed ~120 g
242,IL23-251,23,251,1,24,24,0,0,1,1,1,3,192,968,242,IL23-251,NY,120 g,968  ( NY--242 ),IL23-251,B4i-26 Oat seed ~120 g
243,IL23-271,23,271,1,24,24,1,1,1,1,1,5,240,969,243,IL23-271,AL,120 g,969  ( AL--243 ),IL23-271,B4i-26 Oat seed ~120 g
243,IL23-271,23,271,1,24,24,1,1,1,1,1,5,240,970,243,IL23-271,IA,120 g,970  ( IA--243 ),IL23-271,B4i-26 Oat seed ~120 g
243,IL23-271,23,271,1,24,24,1,1,1,1,1,5,240,971,243,IL23-271,ND,120 g,971  ( ND--243 ),IL23-271,B4i-26 Oat seed ~120 g
243,IL23-271,23,271,1,24,24,1,1,1,1,1,5,240,972,243,IL23-271,NY,120 g,972  ( NY--243 ),IL23-271,B4i-26 Oat seed ~120 g
244,IL23-377,23,377,1,24,24,1,1,0,1,0,3,192,973,244,IL23-377,AL,120 g,973  ( AL--244 ),IL23-377,B4i-26 Oat seed ~120 g
244,IL23-377,23,377,1,24,24,1,1,0,1,0,3,192,974,244,IL23-377,IA,120 g,974  ( IA--244 ),IL23-377,B4i-26 Oat seed ~120 g
244,IL23-377,23,377,1,24,24,1,1,0,1,0,3,192,975,244,IL23-377,ND,120 g,975  ( ND--244 ),IL23-377,B4i-26 Oat seed ~120 g
244,IL23-377,23,377,1,24,24,1,1,0,1,0,3,192,976,244,IL23-377,NY,120 g,976  ( NY--244 ),IL23-377,B4i-26 Oat seed ~120 g
245,IL23-875,23,875,1,24,24,1,1,1,0,1,4,216,977,245,IL23-875,AL,120 g,977  ( AL--245 ),IL23-875,B4i-26 Oat seed ~120 g
245,IL23-875,23,875,1,24,24,1,1,1,0,1,4,216,978,245,IL23-875,IA,120 g,978  ( IA--245 ),IL23-875,B4i-26 Oat seed ~120 g
245,IL23-875,23,875,1,24,24,1,1,1,0,1,4,216,979,245,IL23-875,ND,120 g,979  ( ND--245 ),IL23-875,B4i-26 Oat seed ~120 g
245,IL23-875,23,875,1,24,24,1,1,1,0,1,4,216,980,245,IL23-875,NY,120 g,980  ( NY--245 ),IL23-875,B4i-26 Oat seed ~120 g
246,IL23-957,23,957,1,24,24,0,1,1,0,0,2,168,981,246,IL23-957,AL,120 g,981  ( AL--246 ),IL23-957,B4i-26 Oat seed ~120 g
246,IL23-957,23,957,1,24,24,0,1,1,0,0,2,168,982,246,IL23-957,IA,120 g,982  ( IA--246 ),IL23-957,B4i-26 Oat seed ~120 g
246,IL23-957,23,957,1,24,24,0,1,1,0,0,2,168,983,246,IL23-957,ND,120 g,983  ( ND--246 ),IL23-957,B4i-26 Oat seed ~120 g
246,IL23-957,23,957,1,24,24,0,1,1,0,0,2,168,984,246,IL23-957,NY,120 g,984  ( NY--246 ),IL23-957,B4i-26 Oat seed ~120 g
247,IL23-1037,23,1037,1,24,24,0,1,1,0,0,2,168,985,247,IL23-1037,AL,120 g,985  ( AL--247 ),IL23-1037,B4i-26 Oat seed ~120 g
247,IL23-1037,23,1037,1,24,24,0,1,1,0,0,2,168,986,247,IL23-1037,IA,120 g,986  ( IA--247 ),IL23-1037,B4i-26 Oat seed ~120 g
247,IL23-1037,23,1037,1,24,24,0,1,1,0,0,2,168,987,247,IL23-1037,ND,120 g,987  ( ND--247 ),IL23-1037,B4i-26 Oat seed ~120 g
247,IL23-1037,23,1037,1,24,24,0,1,1,0,0,2,168,988,247,IL23-1037,NY,120 g,988  ( NY--247 ),IL23-1037,B4i-26 Oat seed ~120 g
248,IL23-1115,23,1115,1,24,24,0,1,0,0,1,2,168,989,248,IL23-1115,AL,120 g,989  ( AL--248 ),IL23-1115,B4i-26 Oat seed ~120 g
248,IL23-1115,23,1115,1,24,24,0,1,0,0,1,2,168,990,248,IL23-1115,IA,120 g,990  ( IA--248 ),IL23-1115,B4i-26 Oat seed ~120 g
248,IL23-1115,23,1115,1,24,24,0,1,0,0,1,2,168,991,248,IL23-1115,ND,120 g,991  ( ND--248 ),IL23-1115,B4i-26 Oat seed ~120 g
248,IL23-1115,23,1115,1,24,24,0,1,0,0,1,2,168,992,248,IL23-1115,NY,120 g,992  ( NY--248 ),IL23-1115,B4i-26 Oat seed ~120 g
249,IL23-1129,23,1129,1,24,24,1,1,0,0,1,3,192,993,249,IL23-1129,AL,120 g,993  ( AL--249 ),IL23-1129,B4i-26 Oat seed ~120 g
249,IL23-1129,23,1129,1,24,24,1,1,0,0,1,3,192,994,249,IL23-1129,IA,120 g,994  ( IA--249 ),IL23-1129,B4i-26 Oat seed ~120 g
249,IL23-1129,23,1129,1,24,24,1,1,0,0,1,3,192,995,249,IL23-1129,ND,120 g,995  ( ND--249 ),IL23-1129,B4i-26 Oat seed ~120 g
249,IL23-1129,23,1129,1,24,24,1,1,0,0,1,3,192,996,249,IL23-1129,NY,120 g,996  ( NY--249 ),IL23-1129,B4i-26 Oat seed ~120 g
250,IL23-1163,23,1163,1,24,24,0,0,0,0,1,1,144,997,250,IL23-1163,AL,120 g,997  ( AL--250 ),IL23-1163,B4i-26 Oat seed ~120 g
250,IL23-1163,23,1163,1,24,24,0,0,0,0,1,1,144,998,250,IL23-1163,IA,120 g,998  ( IA--250 ),IL23-1163,B4i-26 Oat seed ~120 g
250,IL23-1163,23,1163,1,24,24,0,0,0,0,1,1,144,999,250,IL23-1163,ND,120 g,999  ( ND--250 ),IL23-1163,B4i-26 Oat seed ~120 g
250,IL23-1163,23,1163,1,24,24,0,0,0,0,1,1,144,1000,250,IL23-1163,NY,120 g,1000  ( NY--250 ),IL23-1163,B4i-26 Oat seed ~120 g
251,IL23-1206,23,1206,2,24,48,1,1,0,1,2,5,240,1001,251,IL23-1206,AL,120 g,1001  ( AL--251 ),IL23-1206,B4i-26 Oat seed ~120 g
251,IL23-1206,23,1206,2,24,48,1,1,0,1,2,5,240,1002,251,IL23-1206,IA,120 g,1002  ( IA--251 ),IL23-1206,B4i-26 Oat seed ~120 g
251,IL23-1206,23,1206,2,24,48,1,1,0,1,2,5,240,1003,251,IL23-1206,ND,120 g,1003  ( ND--251 ),IL23-1206,B4i-26 Oat seed ~120 g
251,IL23-1206,23,1206,2,24,48,1,1,0,1,2,5,240,1004,251,IL23-1206,NY,120 g,1004  ( NY--251 ),IL23-1206,B4i-26 Oat seed ~120 g
252,IL23-1209,23,1209,1,24,24,1,0,1,0,0,2,168,1005,252,IL23-1209,AL,120 g,1005  ( AL--252 ),IL23-1209,B4i-26 Oat seed ~120 g
252,IL23-1209,23,1209,1,24,24,1,0,1,0,0,2,168,1006,252,IL23-1209,IA,120 g,1006  ( IA--252 ),IL23-1209,B4i-26 Oat seed ~120 g
252,IL23-1209,23,1209,1,24,24,1,0,1,0,0,2,168,1007,252,IL23-1209,ND,120 g,1007  ( ND--252 ),IL23-1209,B4i-26 Oat seed ~120 g
252,IL23-1209,23,1209,1,24,24,1,0,1,0,0,2,168,1008,252,IL23-1209,NY,120 g,1008  ( NY--252 ),IL23-1209,B4i-26 Oat seed ~120 g
253,IL23-1259,23,1259,2,24,48,0,2,0,1,0,3,192,1009,253,IL23-1259,AL,120 g,1009  ( AL--253 ),IL23-1259,B4i-26 Oat seed ~120 g
253,IL23-1259,23,1259,2,24,48,0,2,0,1,0,3,192,1010,253,IL23-1259,IA,120 g,1010  ( IA--253 ),IL23-1259,B4i-26 Oat seed ~120 g
253,IL23-1259,23,1259,2,24,48,0,2,0,1,0,3,192,1011,253,IL23-1259,ND,120 g,1011  ( ND--253 ),IL23-1259,B4i-26 Oat seed ~120 g
253,IL23-1259,23,1259,2,24,48,0,2,0,1,0,3,192,1012,253,IL23-1259,NY,120 g,1012  ( NY--253 ),IL23-1259,B4i-26 Oat seed ~120 g
254,IL23-1450,23,1450,1,24,24,1,0,1,1,0,3,192,1013,254,IL23-1450,AL,120 g,1013  ( AL--254 ),IL23-1450,B4i-26 Oat seed ~120 g
254,IL23-1450,23,1450,1,24,24,1,0,1,1,0,3,192,1014,254,IL23-1450,IA,120 g,1014  ( IA--254 ),IL23-1450,B4i-26 Oat seed ~120 g
254,IL23-1450,23,1450,1,24,24,1,0,1,1,0,3,192,1015,254,IL23-1450,ND,120 g,1015  ( ND--254 ),IL23-1450,B4i-26 Oat seed ~120 g
254,IL23-1450,23,1450,1,24,24,1,0,1,1,0,3,192,1016,254,IL23-1450,NY,120 g,1016  ( NY--254 ),IL23-1450,B4i-26 Oat seed ~120 g
255,IL23-1462,23,1462,2,24,48,2,1,1,2,2,8,312,1017,255,IL23-1462,AL,120 g,1017  ( AL--255 ),IL23-1462,B4i-26 Oat seed ~120 g
255,IL23-1462,23,1462,2,24,48,2,1,1,2,2,8,312,1018,255,IL23-1462,IA,120 g,1018  ( IA--255 ),IL23-1462,B4i-26 Oat seed ~120 g
255,IL23-1462,23,1462,2,24,48,2,1,1,2,2,8,312,1019,255,IL23-1462,ND,120 g,1019  ( ND--255 ),IL23-1462,B4i-26 Oat seed ~120 g
255,IL23-1462,23,1462,2,24,48,2,1,1,2,2,8,312,1020,255,IL23-1462,NY,120 g,1020  ( NY--255 ),IL23-1462,B4i-26 Oat seed ~120 g
256,IL23-1531,23,1531,1,24,24,0,1,0,0,1,2,168,1021,256,IL23-1531,AL,120 g,1021  ( AL--256 ),IL23-1531,B4i-26 Oat seed ~120 g
256,IL23-1531,23,1531,1,24,24,0,1,0,0,1,2,168,1022,256,IL23-1531,IA,120 g,1022  ( IA--256 ),IL23-1531,B4i-26 Oat seed ~120 g
256,IL23-1531,23,1531,1,24,24,0,1,0,0,1,2,168,1023,256,IL23-1531,ND,120 g,1023  ( ND--256 ),IL23-1531,B4i-26 Oat seed ~120 g
256,IL23-1531,23,1531,1,24,24,0,1,0,0,1,2,168,1024,256,IL23-1531,NY,120 g,1024  ( NY--256 ),IL23-1531,B4i-26 Oat seed ~120 g
257,IL23-1651,23,1651,1,24,24,0,0,1,0,0,1,144,1025,257,IL23-1651,AL,120 g,1025  ( AL--257 ),IL23-1651,B4i-26 Oat seed ~120 g
257,IL23-1651,23,1651,1,24,24,0,0,1,0,0,1,144,1026,257,IL23-1651,IA,120 g,1026  ( IA--257 ),IL23-1651,B4i-26 Oat seed ~120 g
257,IL23-1651,23,1651,1,24,24,0,0,1,0,0,1,144,1027,257,IL23-1651,ND,120 g,1027  ( ND--257 ),IL23-1651,B4i-26 Oat seed ~120 g
257,IL23-1651,23,1651,1,24,24,0,0,1,0,0,1,144,1028,257,IL23-1651,NY,120 g,1028  ( NY--257 ),IL23-1651,B4i-26 Oat seed ~120 g
258,IL23-1669,23,1669,1,24,24,1,0,0,0,1,2,168,1029,258,IL23-1669,AL,120 g,1029  ( AL--258 ),IL23-1669,B4i-26 Oat seed ~120 g
258,IL23-1669,23,1669,1,24,24,1,0,0,0,1,2,168,1030,258,IL23-1669,IA,120 g,1030  ( IA--258 ),IL23-1669,B4i-26 Oat seed ~120 g
258,IL23-1669,23,1669,1,24,24,1,0,0,0,1,2,168,1031,258,IL23-1669,ND,120 g,1031  ( ND--258 ),IL23-1669,B4i-26 Oat seed ~120 g
258,IL23-1669,23,1669,1,24,24,1,0,0,0,1,2,168,1032,258,IL23-1669,NY,120 g,1032  ( NY--258 ),IL23-1669,B4i-26 Oat seed ~120 g
259,IL23-1753,23,1753,1,24,24,1,0,0,0,0,1,144,1033,259,IL23-1753,AL,120 g,1033  ( AL--259 ),IL23-1753,B4i-26 Oat seed ~120 g
259,IL23-1753,23,1753,1,24,24,1,0,0,0,0,1,144,1034,259,IL23-1753,IA,120 g,1034  ( IA--259 ),IL23-1753,B4i-26 Oat seed ~120 g
259,IL23-1753,23,1753,1,24,24,1,0,0,0,0,1,144,1035,259,IL23-1753,ND,120 g,1035  ( ND--259 ),IL23-1753,B4i-26 Oat seed ~120 g
259,IL23-1753,23,1753,1,24,24,1,0,0,0,0,1,144,1036,259,IL23-1753,NY,120 g,1036  ( NY--259 ),IL23-1753,B4i-26 Oat seed ~120 g
260,IL23-1806,23,1806,1,24,24,0,0,0,1,0,1,144,1037,260,IL23-1806,AL,120 g,1037  ( AL--260 ),IL23-1806,B4i-26 Oat seed ~120 g
260,IL23-1806,23,1806,1,24,24,0,0,0,1,0,1,144,1038,260,IL23-1806,IA,120 g,1038  ( IA--260 ),IL23-1806,B4i-26 Oat seed ~120 g
260,IL23-1806,23,1806,1,24,24,0,0,0,1,0,1,144,1039,260,IL23-1806,ND,120 g,1039  ( ND--260 ),IL23-1806,B4i-26 Oat seed ~120 g
260,IL23-1806,23,1806,1,24,24,0,0,0,1,0,1,144,1040,260,IL23-1806,NY,120 g,1040  ( NY--260 ),IL23-1806,B4i-26 Oat seed ~120 g
261,IL23-1847,23,1847,1,24,24,1,0,1,1,0,3,192,1041,261,IL23-1847,AL,120 g,1041  ( AL--261 ),IL23-1847,B4i-26 Oat seed ~120 g
261,IL23-1847,23,1847,1,24,24,1,0,1,1,0,3,192,1042,261,IL23-1847,IA,120 g,1042  ( IA--261 ),IL23-1847,B4i-26 Oat seed ~120 g
261,IL23-1847,23,1847,1,24,24,1,0,1,1,0,3,192,1043,261,IL23-1847,ND,120 g,1043  ( ND--261 ),IL23-1847,B4i-26 Oat seed ~120 g
261,IL23-1847,23,1847,1,24,24,1,0,1,1,0,3,192,1044,261,IL23-1847,NY,120 g,1044  ( NY--261 ),IL23-1847,B4i-26 Oat seed ~120 g
262,IL23-1859,23,1859,1,24,24,0,0,1,1,0,2,168,1045,262,IL23-1859,AL,120 g,1045  ( AL--262 ),IL23-1859,B4i-26 Oat seed ~120 g
262,IL23-1859,23,1859,1,24,24,0,0,1,1,0,2,168,1046,262,IL23-1859,IA,120 g,1046  ( IA--262 ),IL23-1859,B4i-26 Oat seed ~120 g
262,IL23-1859,23,1859,1,24,24,0,0,1,1,0,2,168,1047,262,IL23-1859,ND,120 g,1047  ( ND--262 ),IL23-1859,B4i-26 Oat seed ~120 g
262,IL23-1859,23,1859,1,24,24,0,0,1,1,0,2,168,1048,262,IL23-1859,NY,120 g,1048  ( NY--262 ),IL23-1859,B4i-26 Oat seed ~120 g
263,IL23-1947,23,1947,1,24,24,0,1,0,0,0,1,144,1049,263,IL23-1947,AL,120 g,1049  ( AL--263 ),IL23-1947,B4i-26 Oat seed ~120 g
263,IL23-1947,23,1947,1,24,24,0,1,0,0,0,1,144,1050,263,IL23-1947,IA,120 g,1050  ( IA--263 ),IL23-1947,B4i-26 Oat seed ~120 g
263,IL23-1947,23,1947,1,24,24,0,1,0,0,0,1,144,1051,263,IL23-1947,ND,120 g,1051  ( ND--263 ),IL23-1947,B4i-26 Oat seed ~120 g
263,IL23-1947,23,1947,1,24,24,0,1,0,0,0,1,144,1052,263,IL23-1947,NY,120 g,1052  ( NY--263 ),IL23-1947,B4i-26 Oat seed ~120 g
264,IL23-2371,23,2371,1,24,24,0,0,0,1,1,2,168,1053,264,IL23-2371,AL,120 g,1053  ( AL--264 ),IL23-2371,B4i-26 Oat seed ~120 g
264,IL23-2371,23,2371,1,24,24,0,0,0,1,1,2,168,1054,264,IL23-2371,IA,120 g,1054  ( IA--264 ),IL23-2371,B4i-26 Oat seed ~120 g
264,IL23-2371,23,2371,1,24,24,0,0,0,1,1,2,168,1055,264,IL23-2371,ND,120 g,1055  ( ND--264 ),IL23-2371,B4i-26 Oat seed ~120 g
264,IL23-2371,23,2371,1,24,24,0,0,0,1,1,2,168,1056,264,IL23-2371,NY,120 g,1056  ( NY--264 ),IL23-2371,B4i-26 Oat seed ~120 g
265,IL23-2443,23,2443,1,24,24,0,1,1,1,1,4,216,1057,265,IL23-2443,AL,120 g,1057  ( AL--265 ),IL23-2443,B4i-26 Oat seed ~120 g
265,IL23-2443,23,2443,1,24,24,0,1,1,1,1,4,216,1058,265,IL23-2443,IA,120 g,1058  ( IA--265 ),IL23-2443,B4i-26 Oat seed ~120 g
265,IL23-2443,23,2443,1,24,24,0,1,1,1,1,4,216,1059,265,IL23-2443,ND,120 g,1059  ( ND--265 ),IL23-2443,B4i-26 Oat seed ~120 g
265,IL23-2443,23,2443,1,24,24,0,1,1,1,1,4,216,1060,265,IL23-2443,NY,120 g,1060  ( NY--265 ),IL23-2443,B4i-26 Oat seed ~120 g
266,IL23-2942,23,2942,1,24,24,1,1,0,1,0,3,192,1061,266,IL23-2942,AL,120 g,1061  ( AL--266 ),IL23-2942,B4i-26 Oat seed ~120 g
266,IL23-2942,23,2942,1,24,24,1,1,0,1,0,3,192,1062,266,IL23-2942,IA,120 g,1062  ( IA--266 ),IL23-2942,B4i-26 Oat seed ~120 g
266,IL23-2942,23,2942,1,24,24,1,1,0,1,0,3,192,1063,266,IL23-2942,ND,120 g,1063  ( ND--266 ),IL23-2942,B4i-26 Oat seed ~120 g
266,IL23-2942,23,2942,1,24,24,1,1,0,1,0,3,192,1064,266,IL23-2942,NY,120 g,1064  ( NY--266 ),IL23-2942,B4i-26 Oat seed ~120 g
267,IL23-2954,23,2954,1,24,24,0,0,0,0,1,1,144,1065,267,IL23-2954,AL,120 g,1065  ( AL--267 ),IL23-2954,B4i-26 Oat seed ~120 g
267,IL23-2954,23,2954,1,24,24,0,0,0,0,1,1,144,1066,267,IL23-2954,IA,120 g,1066  ( IA--267 ),IL23-2954,B4i-26 Oat seed ~120 g
267,IL23-2954,23,2954,1,24,24,0,0,0,0,1,1,144,1067,267,IL23-2954,ND,120 g,1067  ( ND--267 ),IL23-2954,B4i-26 Oat seed ~120 g
267,IL23-2954,23,2954,1,24,24,0,0,0,0,1,1,144,1068,267,IL23-2954,NY,120 g,1068  ( NY--267 ),IL23-2954,B4i-26 Oat seed ~120 g
268,IL23-2963,23,2963,1,24,24,1,0,0,1,1,3,192,1069,268,IL23-2963,AL,120 g,1069  ( AL--268 ),IL23-2963,B4i-26 Oat seed ~120 g
268,IL23-2963,23,2963,1,24,24,1,0,0,1,1,3,192,1070,268,IL23-2963,IA,120 g,1070  ( IA--268 ),IL23-2963,B4i-26 Oat seed ~120 g
268,IL23-2963,23,2963,1,24,24,1,0,0,1,1,3,192,1071,268,IL23-2963,ND,120 g,1071  ( ND--268 ),IL23-2963,B4i-26 Oat seed ~120 g
268,IL23-2963,23,2963,1,24,24,1,0,0,1,1,3,192,1072,268,IL23-2963,NY,120 g,1072  ( NY--268 ),IL23-2963,B4i-26 Oat seed ~120 g
269,IL23-3826,23,3826,1,24,24,0,0,1,0,0,1,144,1073,269,IL23-3826,AL,120 g,1073  ( AL--269 ),IL23-3826,B4i-26 Oat seed ~120 g
269,IL23-3826,23,3826,1,24,24,0,0,1,0,0,1,144,1074,269,IL23-3826,IA,120 g,1074  ( IA--269 ),IL23-3826,B4i-26 Oat seed ~120 g
269,IL23-3826,23,3826,1,24,24,0,0,1,0,0,1,144,1075,269,IL23-3826,ND,120 g,1075  ( ND--269 ),IL23-3826,B4i-26 Oat seed ~120 g
269,IL23-3826,23,3826,1,24,24,0,0,1,0,0,1,144,1076,269,IL23-3826,NY,120 g,1076  ( NY--269 ),IL23-3826,B4i-26 Oat seed ~120 g
270,IL23-4049,23,4049,1,24,24,1,1,1,1,1,5,240,1077,270,IL23-4049,AL,120 g,1077  ( AL--270 ),IL23-4049,B4i-26 Oat seed ~120 g
270,IL23-4049,23,4049,1,24,24,1,1,1,1,1,5,240,1078,270,IL23-4049,IA,120 g,1078  ( IA--270 ),IL23-4049,B4i-26 Oat seed ~120 g
270,IL23-4049,23,4049,1,24,24,1,1,1,1,1,5,240,1079,270,IL23-4049,ND,120 g,1079  ( ND--270 ),IL23-4049,B4i-26 Oat seed ~120 g
270,IL23-4049,23,4049,1,24,24,1,1,1,1,1,5,240,1080,270,IL23-4049,NY,120 g,1080  ( NY--270 ),IL23-4049,B4i-26 Oat seed ~120 g
271,IL23-4063,23,4063,2,24,48,1,2,1,1,1,6,264,1081,271,IL23-4063,AL,120 g,1081  ( AL--271 ),IL23-4063,B4i-26 Oat seed ~120 g
271,IL23-4063,23,4063,2,24,48,1,2,1,1,1,6,264,1082,271,IL23-4063,IA,120 g,1082  ( IA--271 ),IL23-4063,B4i-26 Oat seed ~120 g
271,IL23-4063,23,4063,2,24,48,1,2,1,1,1,6,264,1083,271,IL23-4063,ND,120 g,1083  ( ND--271 ),IL23-4063,B4i-26 Oat seed ~120 g
271,IL23-4063,23,4063,2,24,48,1,2,1,1,1,6,264,1084,271,IL23-4063,NY,120 g,1084  ( NY--271 ),IL23-4063,B4i-26 Oat seed ~120 g
272,IL23-4118,23,4118,1,24,24,0,0,0,1,1,2,168,1085,272,IL23-4118,AL,120 g,1085  ( AL--272 ),IL23-4118,B4i-26 Oat seed ~120 g
272,IL23-4118,23,4118,1,24,24,0,0,0,1,1,2,168,1086,272,IL23-4118,IA,120 g,1086  ( IA--272 ),IL23-4118,B4i-26 Oat seed ~120 g
272,IL23-4118,23,4118,1,24,24,0,0,0,1,1,2,168,1087,272,IL23-4118,ND,120 g,1087  ( ND--272 ),IL23-4118,B4i-26 Oat seed ~120 g
272,IL23-4118,23,4118,1,24,24,0,0,0,1,1,2,168,1088,272,IL23-4118,NY,120 g,1088  ( NY--272 ),IL23-4118,B4i-26 Oat seed ~120 g
273,IL23-4444,23,4444,1,24,24,0,0,1,1,1,3,192,1089,273,IL23-4444,AL,120 g,1089  ( AL--273 ),IL23-4444,B4i-26 Oat seed ~120 g
273,IL23-4444,23,4444,1,24,24,0,0,1,1,1,3,192,1090,273,IL23-4444,IA,120 g,1090  ( IA--273 ),IL23-4444,B4i-26 Oat seed ~120 g
273,IL23-4444,23,4444,1,24,24,0,0,1,1,1,3,192,1091,273,IL23-4444,ND,120 g,1091  ( ND--273 ),IL23-4444,B4i-26 Oat seed ~120 g
273,IL23-4444,23,4444,1,24,24,0,0,1,1,1,3,192,1092,273,IL23-4444,NY,120 g,1092  ( NY--273 ),IL23-4444,B4i-26 Oat seed ~120 g
274,IL23-4469,23,4469,1,24,24,1,1,0,0,1,3,192,1093,274,IL23-4469,AL,120 g,1093  ( AL--274 ),IL23-4469,B4i-26 Oat seed ~120 g
274,IL23-4469,23,4469,1,24,24,1,1,0,0,1,3,192,1094,274,IL23-4469,IA,120 g,1094  ( IA--274 ),IL23-4469,B4i-26 Oat seed ~120 g
274,IL23-4469,23,4469,1,24,24,1,1,0,0,1,3,192,1095,274,IL23-4469,ND,120 g,1095  ( ND--274 ),IL23-4469,B4i-26 Oat seed ~120 g
274,IL23-4469,23,4469,1,24,24,1,1,0,0,1,3,192,1096,274,IL23-4469,NY,120 g,1096  ( NY--274 ),IL23-4469,B4i-26 Oat seed ~120 g
275,IL23-4546,23,4546,1,24,24,1,0,1,1,1,4,216,1097,275,IL23-4546,AL,120 g,1097  ( AL--275 ),IL23-4546,B4i-26 Oat seed ~120 g
275,IL23-4546,23,4546,1,24,24,1,0,1,1,1,4,216,1098,275,IL23-4546,IA,120 g,1098  ( IA--275 ),IL23-4546,B4i-26 Oat seed ~120 g
275,IL23-4546,23,4546,1,24,24,1,0,1,1,1,4,216,1099,275,IL23-4546,ND,120 g,1099  ( ND--275 ),IL23-4546,B4i-26 Oat seed ~120 g
275,IL23-4546,23,4546,1,24,24,1,0,1,1,1,4,216,1100,275,IL23-4546,NY,120 g,1100  ( NY--275 ),IL23-4546,B4i-26 Oat seed ~120 g
276,IL23-4547,23,4547,1,24,24,0,0,0,0,1,1,144,1101,276,IL23-4547,AL,120 g,1101  ( AL--276 ),IL23-4547,B4i-26 Oat seed ~120 g
276,IL23-4547,23,4547,1,24,24,0,0,0,0,1,1,144,1102,276,IL23-4547,IA,120 g,1102  ( IA--276 ),IL23-4547,B4i-26 Oat seed ~120 g
276,IL23-4547,23,4547,1,24,24,0,0,0,0,1,1,144,1103,276,IL23-4547,ND,120 g,1103  ( ND--276 ),IL23-4547,B4i-26 Oat seed ~120 g
276,IL23-4547,23,4547,1,24,24,0,0,0,0,1,1,144,1104,276,IL23-4547,NY,120 g,1104  ( NY--276 ),IL23-4547,B4i-26 Oat seed ~120 g
277,IL23-4555,23,4555,1,24,24,0,1,0,1,0,2,168,1105,277,IL23-4555,AL,120 g,1105  ( AL--277 ),IL23-4555,B4i-26 Oat seed ~120 g
277,IL23-4555,23,4555,1,24,24,0,1,0,1,0,2,168,1106,277,IL23-4555,IA,120 g,1106  ( IA--277 ),IL23-4555,B4i-26 Oat seed ~120 g
277,IL23-4555,23,4555,1,24,24,0,1,0,1,0,2,168,1107,277,IL23-4555,ND,120 g,1107  ( ND--277 ),IL23-4555,B4i-26 Oat seed ~120 g
