consec,GID,YEAR,IDno,MaxFreq,SeePlot_g,SeeLoc_g,AL,IA,IL,ND,NY,TOTALfreq,wgTOTAL,lCONSEC,lACCNO,lGID,lLOC,lLOCwg,pLABEL01,pLABEL02,pLABEL03
78,IL24-6721,24,6721,1,24,24,1,0,1,1,1,4,216,311,78,IL24-6721,ND,120 g,311  ( ND--78 ),IL24-6721,B4i-26 Oat seed ~120 g
78,IL24-6721,24,6721,1,24,24,1,0,1,1,1,4,216,312,78,IL24-6721,NY,120 g,312  ( NY--78 ),IL24-6721,B4i-26 Oat seed ~120 g
79,IL24-4635,24,4635,2,24,48,1,0,1,1,2,5,240,313,79,IL24-4635,AL,120 g,313  ( AL--79 ),IL24-4635,B4i-26 Oat seed ~120 g
79,IL24-4635,24,4635,2,24,48,1,0,1,1,2,5,240,314,79,IL24-4635,IA,120 g,314  ( IA--79 ),IL24-4635,B4i-26 Oat seed ~120 g
79,IL24-4635,24,4635,2,24,48,1,0,1,1,2,5,240,315,79,IL24-4635,ND,120 g,315  ( ND--79 ),IL24-4635,B4i-26 Oat seed ~120 g
79,IL24-4635,24,4635,2,24,48,1,0,1,1,2,5,240,316,79,IL24-4635,NY,120 g,316  ( NY--79 ),IL24-4635,B4i-26 Oat seed ~120 g
80,IL24-3862,24,3862,1,24,24,1,0,1,1,1,4,216,317,80,IL24-3862,AL,120 g,317  ( AL--80 ),IL24-3862,B4i-26 Oat seed ~120 g
80,IL24-3862,24,3862,1,24,24,1,0,1,1,1,4,216,318,80,IL24-3862,IA,120 g,318  ( IA--80 ),IL24-3862,B4i-26 Oat seed ~120 g
80,IL24-3862,24,3862,1,24,24,1,0,1,1,1,4,216,319,80,IL24-3862,ND,120 g,319  ( ND--80 ),IL24-3862,B4i-26 Oat seed ~120 g
80,IL24-3862,24,3862,1,24,24,1,0,1,1,1,4,216,320,80,IL24-3862,NY,120 g,320  ( NY--80 ),IL24-3862,B4i-26 Oat seed ~120 g
81,IL24-3968,24,3968,3,24,72,3,2,1,2,3,11,384,321,81,IL24-3968,AL,120 g,321  ( AL--81 ),IL24-3968,B4i-26 Oat seed ~120 g
81,IL24-3968,24,3968,3,24,72,3,2,1,2,3,11,384,322,81,IL24-3968,IA,120 g,322  ( IA--81 ),IL24-3968,B4i-26 Oat seed ~120 g
81,IL24-3968,24,3968,3,24,72,3,2,1,2,3,11,384,323,81,IL24-3968,ND,120 g,323  ( ND--81 ),IL24-3968,B4i-26 Oat seed ~120 g
81,IL24-3968,24,3968,3,24,72,3,2,1,2,3,11,384,324,81,IL24-3968,NY,120 g,324  ( NY--81 ),IL24-3968,B4i-26 Oat seed ~120 g
82,IL24-7312,24,7312,1,24,24,1,1,0,1,0,3,192,325,82,IL24-7312,AL,120 g,325  ( AL--82 ),IL24-7312,B4i-26 Oat seed ~120 g
82,IL24-7312,24,7312,1,24,24,1,1,0,1,0,3,192,326,82,IL24-7312,IA,120 g,326  ( IA--82 ),IL24-7312,B4i-26 Oat seed ~120 g
82,IL24-7312,24,7312,1,24,24,1,1,0,1,0,3,192,327,82,IL24-7312,ND,120 g,327  ( ND--82 ),IL24-7312,B4i-26 Oat seed ~120 g
82,IL24-7312,24,7312,1,24,24,1,1,0,1,0,3,192,328,82,IL24-7312,NY,120 g,328  ( NY--82 ),IL24-7312,B4i-26 Oat seed ~120 g
83,IL24-4808,24,4808,1,24,24,0,1,1,1,1,4,216,329,83,IL24-4808,AL,120 g,329  ( AL--83 ),IL24-4808,B4i-26 Oat seed ~120 g
83,IL24-4808,24,4808,1,24,24,0,1,1,1,1,4,216,330,83,IL24-4808,IA,120 g,330  ( IA--83 ),IL24-4808,B4i-26 Oat seed ~120 g
83,IL24-4808,24,4808,1,24,24,0,1,1,1,1,4,216,331,83,IL24-4808,ND,120 g,331  ( ND--83 ),IL24-4808,B4i-26 Oat seed ~120 g
83,IL24-4808,24,4808,1,24,24,0,1,1,1,1,4,216,332,83,IL24-4808,NY,120 g,332  ( NY--83 ),IL24-4808,B4i-26 Oat seed ~120 g
84,IL24-2536,24,2536,4,24,96,4,3,3,3,3,16,504,333,84,IL24-2536,AL,120 g,333  ( AL--84 ),IL24-2536,B4i-26 Oat seed ~120 g
84,IL24-2536,24,2536,4,24,96,4,3,3,3,3,16,504,334,84,IL24-2536,IA,120 g,334  ( IA--84 ),IL24-2536,B4i-26 Oat seed ~120 g
84,IL24-2536,24,2536,4,24,96,4,3,3,3,3,16,504,335,84,IL24-2536,ND,120 g,335  ( ND--84 ),IL24-2536,B4i-26 Oat seed ~120 g
84,IL24-2536,24,2536,4,24,96,4,3,3,3,3,16,504,336,84,IL24-2536,NY,120 g,336  ( NY--84 ),IL24-2536,B4i-26 Oat seed ~120 g
85,IL24-3533,24,3533,1,24,24,0,1,1,1,1,4,216,337,85,IL24-3533,AL,120 g,337  ( AL--85 ),IL24-3533,B4i-26 Oat seed ~120 g
85,IL24-3533,24,3533,1,24,24,0,1,1,1,1,4,216,338,85,IL24-3533,IA,120 g,338  ( IA--85 ),IL24-3533,B4i-26 Oat seed ~120 g
85,IL24-3533,24,3533,1,24,24,0,1,1,1,1,4,216,339,85,IL24-3533,ND,120 g,339  ( ND--85 ),IL24-3533,B4i-26 Oat seed ~120 g
85,IL24-3533,24,3533,1,24,24,0,1,1,1,1,4,216,340,85,IL24-3533,NY,120 g,340  ( NY--85 ),IL24-3533,B4i-26 Oat seed ~120 g
86,IL24-3821,24,3821,2,24,48,2,2,2,2,2,10,360,341,86,IL24-3821,AL,120 g,341  ( AL--86 ),IL24-3821,B4i-26 Oat seed ~120 g
86,IL24-3821,24,3821,2,24,48,2,2,2,2,2,10,360,342,86,IL24-3821,IA,120 g,342  ( IA--86 ),IL24-3821,B4i-26 Oat seed ~120 g
86,IL24-3821,24,3821,2,24,48,2,2,2,2,2,10,360,343,86,IL24-3821,ND,120 g,343  ( ND--86 ),IL24-3821,B4i-26 Oat seed ~120 g
86,IL24-3821,24,3821,2,24,48,2,2,2,2,2,10,360,344,86,IL24-3821,NY,120 g,344  ( NY--86 ),IL24-3821,B4i-26 Oat seed ~120 g
87,IL24-627,24,627,1,24,24,1,1,1,1,1,5,240,345,87,IL24-627,AL,120 g,345  ( AL--87 ),IL24-627,B4i-26 Oat seed ~120 g
87,IL24-627,24,627,1,24,24,1,1,1,1,1,5,240,346,87,IL24-627,IA,120 g,346  ( IA--87 ),IL24-627,B4i-26 Oat seed ~120 g
87,IL24-627,24,627,1,24,24,1,1,1,1,1,5,240,347,87,IL24-627,ND,120 g,347  ( ND--87 ),IL24-627,B4i-26 Oat seed ~120 g
87,IL24-627,24,627,1,24,24,1,1,1,1,1,5,240,348,87,IL24-627,NY,120 g,348  ( NY--87 ),IL24-627,B4i-26 Oat seed ~120 g
88,IL24-2330,24,2330,2,24,48,1,1,1,2,2,7,288,349,88,IL24-2330,AL,120 g,349  ( AL--88 ),IL24-2330,B4i-26 Oat seed ~120 g
88,IL24-2330,24,2330,2,24,48,1,1,1,2,2,7,288,350,88,IL24-2330,IA,120 g,350  ( IA--88 ),IL24-2330,B4i-26 Oat seed ~120 g
88,IL24-2330,24,2330,2,24,48,1,1,1,2,2,7,288,351,88,IL24-2330,ND,120 g,351  ( ND--88 ),IL24-2330,B4i-26 Oat seed ~120 g
88,IL24-2330,24,2330,2,24,48,1,1,1,2,2,7,288,352,88,IL24-2330,NY,120 g,352  ( NY--88 ),IL24-2330,B4i-26 Oat seed ~120 g
89,IL24-3813,24,3813,4,24,96,2,2,3,4,4,15,480,353,89,IL24-3813,AL,120 g,353  ( AL--89 ),IL24-3813,B4i-26 Oat seed ~120 g
89,IL24-3813,24,3813,4,24,96,2,2,3,4,4,15,480,354,89,IL24-3813,IA,120 g,354  ( IA--89 ),IL24-3813,B4i-26 Oat seed ~120 g
89,IL24-3813,24,3813,4,24,96,2,2,3,4,4,15,480,355,89,IL24-3813,ND,120 g,355  ( ND--89 ),IL24-3813,B4i-26 Oat seed ~120 g
89,IL24-3813,24,3813,4,24,96,2,2,3,4,4,15,480,356,89,IL24-3813,NY,120 g,356  ( NY--89 ),IL24-3813,B4i-26 Oat seed ~120 g
90,IL24-6832,24,6832,1,24,24,1,1,0,1,1,4,216,357,90,IL24-6832,AL,120 g,357  ( AL--90 ),IL24-6832,B4i-26 Oat seed ~120 g
90,IL24-6832,24,6832,1,24,24,1,1,0,1,1,4,216,358,90,IL24-6832,IA,120 g,358  ( IA--90 ),IL24-6832,B4i-26 Oat seed ~120 g
90,IL24-6832,24,6832,1,24,24,1,1,0,1,1,4,216,359,90,IL24-6832,ND,120 g,359  ( ND--90 ),IL24-6832,B4i-26 Oat seed ~120 g
90,IL24-6832,24,6832,1,24,24,1,1,0,1,1,4,216,360,90,IL24-6832,NY,120 g,360  ( NY--90 ),IL24-6832,B4i-26 Oat seed ~120 g
91,IL24-2246,24,2246,3,24,72,2,2,3,3,3,13,432,361,91,IL24-2246,AL,120 g,361  ( AL--91 ),IL24-2246,B4i-26 Oat seed ~120 g
91,IL24-2246,24,2246,3,24,72,2,2,3,3,3,13,432,362,91,IL24-2246,IA,120 g,362  ( IA--91 ),IL24-2246,B4i-26 Oat seed ~120 g
91,IL24-2246,24,2246,3,24,72,2,2,3,3,3,13,432,363,91,IL24-2246,ND,120 g,363  ( ND--91 ),IL24-2246,B4i-26 Oat seed ~120 g
91,IL24-2246,24,2246,3,24,72,2,2,3,3,3,13,432,364,91,IL24-2246,NY,120 g,364  ( NY--91 ),IL24-2246,B4i-26 Oat seed ~120 g
92,IL24-378,24,378,3,24,72,3,3,3,3,3,15,480,365,92,IL24-378,AL,120 g,365  ( AL--92 ),IL24-378,B4i-26 Oat seed ~120 g
92,IL24-378,24,378,3,24,72,3,3,3,3,3,15,480,366,92,IL24-378,IA,120 g,366  ( IA--92 ),IL24-378,B4i-26 Oat seed ~120 g
92,IL24-378,24,378,3,24,72,3,3,3,3,3,15,480,367,92,IL24-378,ND,120 g,367  ( ND--92 ),IL24-378,B4i-26 Oat seed ~120 g
92,IL24-378,24,378,3,24,72,3,3,3,3,3,15,480,368,92,IL24-378,NY,120 g,368  ( NY--92 ),IL24-378,B4i-26 Oat seed ~120 g
93,IL24-8505,24,8505,2,24,48,1,2,1,1,1,6,264,369,93,IL24-8505,AL,120 g,369  ( AL--93 ),IL24-8505,B4i-26 Oat seed ~120 g
93,IL24-8505,24,8505,2,24,48,1,2,1,1,1,6,264,370,93,IL24-8505,IA,120 g,370  ( IA--93 ),IL24-8505,B4i-26 Oat seed ~120 g
93,IL24-8505,24,8505,2,24,48,1,2,1,1,1,6,264,371,93,IL24-8505,ND,120 g,371  ( ND--93 ),IL24-8505,B4i-26 Oat seed ~120 g
93,IL24-8505,24,8505,2,24,48,1,2,1,1,1,6,264,372,93,IL24-8505,NY,120 g,372  ( NY--93 ),IL24-8505,B4i-26 Oat seed ~120 g
94,IL24-1760,24,1760,2,24,48,1,1,2,1,1,6,264,373,94,IL24-1760,AL,120 g,373  ( AL--94 ),IL24-1760,B4i-26 Oat seed ~120 g
94,IL24-1760,24,1760,2,24,48,1,1,2,1,1,6,264,374,94,IL24-1760,IA,120 g,374  ( IA--94 ),IL24-1760,B4i-26 Oat seed ~120 g
94,IL24-1760,24,1760,2,24,48,1,1,2,1,1,6,264,375,94,IL24-1760,ND,120 g,375  ( ND--94 ),IL24-1760,B4i-26 Oat seed ~120 g
94,IL24-1760,24,1760,2,24,48,1,1,2,1,1,6,264,376,94,IL24-1760,NY,120 g,376  ( NY--94 ),IL24-1760,B4i-26 Oat seed ~120 g
95,IL24-2357,24,2357,2,24,48,1,1,2,2,2,8,312,377,95,IL24-2357,AL,120 g,377  ( AL--95 ),IL24-2357,B4i-26 Oat seed ~120 g
95,IL24-2357,24,2357,2,24,48,1,1,2,2,2,8,312,378,95,IL24-2357,IA,120 g,378  ( IA--95 ),IL24-2357,B4i-26 Oat seed ~120 g
95,IL24-2357,24,2357,2,24,48,1,1,2,2,2,8,312,379,95,IL24-2357,ND,120 g,379  ( ND--95 ),IL24-2357,B4i-26 Oat seed ~120 g
95,IL24-2357,24,2357,2,24,48,1,1,2,2,2,8,312,380,95,IL24-2357,NY,120 g,380  ( NY--95 ),IL24-2357,B4i-26 Oat seed ~120 g
96,IL24-3735,24,3735,4,24,96,4,3,4,3,4,18,552,381,96,IL24-3735,AL,120 g,381  ( AL--96 ),IL24-3735,B4i-26 Oat seed ~120 g
96,IL24-3735,24,3735,4,24,96,4,3,4,3,4,18,552,382,96,IL24-3735,IA,120 g,382  ( IA--96 ),IL24-3735,B4i-26 Oat seed ~120 g
96,IL24-3735,24,3735,4,24,96,4,3,4,3,4,18,552,383,96,IL24-3735,ND,120 g,383  ( ND--96 ),IL24-3735,B4i-26 Oat seed ~120 g
96,IL24-3735,24,3735,4,24,96,4,3,4,3,4,18,552,384,96,IL24-3735,NY,120 g,384  ( NY--96 ),IL24-3735,B4i-26 Oat seed ~120 g
97,IL24-1026,24,1026,2,24,48,2,1,1,0,1,5,240,385,97,IL24-1026,AL,120 g,385  ( AL--97 ),IL24-1026,B4i-26 Oat seed ~120 g
97,IL24-1026,24,1026,2,24,48,2,1,1,0,1,5,240,386,97,IL24-1026,IA,120 g,386  ( IA--97 ),IL24-1026,B4i-26 Oat seed ~120 g
97,IL24-1026,24,1026,2,24,48,2,1,1,0,1,5,240,387,97,IL24-1026,ND,120 g,387  ( ND--97 ),IL24-1026,B4i-26 Oat seed ~120 g
97,IL24-1026,24,1026,2,24,48,2,1,1,0,1,5,240,388,97,IL24-1026,NY,120 g,388  ( NY--97 ),IL24-1026,B4i-26 Oat seed ~120 g
98,IL24-3360,24,3360,2,24,48,1,1,1,1,2,6,264,389,98,IL24-3360,AL,120 g,389  ( AL--98 ),IL24-3360,B4i-26 Oat seed ~120 g
98,IL24-3360,24,3360,2,24,48,1,1,1,1,2,6,264,390,98,IL24-3360,IA,120 g,390  ( IA--98 ),IL24-3360,B4i-26 Oat seed ~120 g
98,IL24-3360,24,3360,2,24,48,1,1,1,1,2,6,264,391,98,IL24-3360,ND,120 g,391  ( ND--98 ),IL24-3360,B4i-26 Oat seed ~120 g
98,IL24-3360,24,3360,2,24,48,1,1,1,1,2,6,264,392,98,IL24-3360,NY,120 g,392  ( NY--98 ),IL24-3360,B4i-26 Oat seed ~120 g
99,IL24-2967,24,2967,3,24,72,3,3,3,3,2,14,456,393,99,IL24-2967,AL,120 g,393  ( AL--99 ),IL24-2967,B4i-26 Oat seed ~120 g
99,IL24-2967,24,2967,3,24,72,3,3,3,3,2,14,456,394,99,IL24-2967,IA,120 g,394  ( IA--99 ),IL24-2967,B4i-26 Oat seed ~120 g
99,IL24-2967,24,2967,3,24,72,3,3,3,3,2,14,456,395,99,IL24-2967,ND,120 g,395  ( ND--99 ),IL24-2967,B4i-26 Oat seed ~120 g
99,IL24-2967,24,2967,3,24,72,3,3,3,3,2,14,456,396,99,IL24-2967,NY,120 g,396  ( NY--99 ),IL24-2967,B4i-26 Oat seed ~120 g
100,IL24-6677,24,6677,1,24,24,0,1,1,1,1,4,216,397,100,IL24-6677,AL,120 g,397  ( AL--100 ),IL24-6677,B4i-26 Oat seed ~120 g
100,IL24-6677,24,6677,1,24,24,0,1,1,1,1,4,216,398,100,IL24-6677,IA,120 g,398  ( IA--100 ),IL24-6677,B4i-26 Oat seed ~120 g
100,IL24-6677,24,6677,1,24,24,0,1,1,1,1,4,216,399,100,IL24-6677,ND,120 g,399  ( ND--100 ),IL24-6677,B4i-26 Oat seed ~120 g
100,IL24-6677,24,6677,1,24,24,0,1,1,1,1,4,216,400,100,IL24-6677,NY,120 g,400  ( NY--100 ),IL24-6677,B4i-26 Oat seed ~120 g
101,IL24-4938,24,4938,2,24,48,1,1,2,2,2,8,312,401,101,IL24-4938,AL,120 g,401  ( AL--101 ),IL24-4938,B4i-26 Oat seed ~120 g
101,IL24-4938,24,4938,2,24,48,1,1,2,2,2,8,312,402,101,IL24-4938,IA,120 g,402  ( IA--101 ),IL24-4938,B4i-26 Oat seed ~120 g
101,IL24-4938,24,4938,2,24,48,1,1,2,2,2,8,312,403,101,IL24-4938,ND,120 g,403  ( ND--101 ),IL24-4938,B4i-26 Oat seed ~120 g
101,IL24-4938,24,4938,2,24,48,1,1,2,2,2,8,312,404,101,IL24-4938,NY,120 g,404  ( NY--101 ),IL24-4938,B4i-26 Oat seed ~120 g
102,IL24-169,24,169,2,24,48,1,1,1,2,0,5,240,405,102,IL24-169,AL,120 g,405  ( AL--102 ),IL24-169,B4i-26 Oat seed ~120 g
102,IL24-169,24,169,2,24,48,1,1,1,2,0,5,240,406,102,IL24-169,IA,120 g,406  ( IA--102 ),IL24-169,B4i-26 Oat seed ~120 g
102,IL24-169,24,169,2,24,48,1,1,1,2,0,5,240,407,102,IL24-169,ND,120 g,407  ( ND--102 ),IL24-169,B4i-26 Oat seed ~120 g
102,IL24-169,24,169,2,24,48,1,1,1,2,0,5,240,408,102,IL24-169,NY,120 g,408  ( NY--102 ),IL24-169,B4i-26 Oat seed ~120 g
103,IL24-1031,24,1031,3,24,72,3,2,2,3,2,12,408,409,103,IL24-1031,AL,120 g,409  ( AL--103 ),IL24-1031,B4i-26 Oat seed ~120 g
103,IL24-1031,24,1031,3,24,72,3,2,2,3,2,12,408,410,103,IL24-1031,IA,120 g,410  ( IA--103 ),IL24-1031,B4i-26 Oat seed ~120 g
103,IL24-1031,24,1031,3,24,72,3,2,2,3,2,12,408,411,103,IL24-1031,ND,120 g,411  ( ND--103 ),IL24-1031,B4i-26 Oat seed ~120 g
103,IL24-1031,24,1031,3,24,72,3,2,2,3,2,12,408,412,103,IL24-1031,NY,120 g,412  ( NY--103 ),IL24-1031,B4i-26 Oat seed ~120 g
104,IL24-2715,24,2715,3,24,72,3,3,3,2,3,14,456,413,104,IL24-2715,AL,120 g,413  ( AL--104 ),IL24-2715,B4i-26 Oat seed ~120 g
104,IL24-2715,24,2715,3,24,72,3,3,3,2,3,14,456,414,104,IL24-2715,IA,120 g,414  ( IA--104 ),IL24-2715,B4i-26 Oat seed ~120 g
104,IL24-2715,24,2715,3,24,72,3,3,3,2,3,14,456,415,104,IL24-2715,ND,120 g,415  ( ND--104 ),IL24-2715,B4i-26 Oat seed ~120 g
104,IL24-2715,24,2715,3,24,72,3,3,3,2,3,14,456,416,104,IL24-2715,NY,120 g,416  ( NY--104 ),IL24-2715,B4i-26 Oat seed ~120 g
105,IL24-2373,24,2373,2,24,48,1,1,2,2,2,8,312,417,105,IL24-2373,AL,120 g,417  ( AL--105 ),IL24-2373,B4i-26 Oat seed ~120 g
105,IL24-2373,24,2373,2,24,48,1,1,2,2,2,8,312,418,105,IL24-2373,IA,120 g,418  ( IA--105 ),IL24-2373,B4i-26 Oat seed ~120 g
105,IL24-2373,24,2373,2,24,48,1,1,2,2,2,8,312,419,105,IL24-2373,ND,120 g,419  ( ND--105 ),IL24-2373,B4i-26 Oat seed ~120 g
105,IL24-2373,24,2373,2,24,48,1,1,2,2,2,8,312,420,105,IL24-2373,NY,120 g,420  ( NY--105 ),IL24-2373,B4i-26 Oat seed ~120 g
106,IL24-221,24,221,1,24,24,1,1,1,1,1,5,240,421,106,IL24-221,AL,120 g,421  ( AL--106 ),IL24-221,B4i-26 Oat seed ~120 g
106,IL24-221,24,221,1,24,24,1,1,1,1,1,5,240,422,106,IL24-221,IA,120 g,422  ( IA--106 ),IL24-221,B4i-26 Oat seed ~120 g
106,IL24-221,24,221,1,24,24,1,1,1,1,1,5,240,423,106,IL24-221,ND,120 g,423  ( ND--106 ),IL24-221,B4i-26 Oat seed ~120 g
106,IL24-221,24,221,1,24,24,1,1,1,1,1,5,240,424,106,IL24-221,NY,120 g,424  ( NY--106 ),IL24-221,B4i-26 Oat seed ~120 g
107,IL24-7468,24,7468,2,24,48,2,1,1,2,1,7,288,425,107,IL24-7468,AL,120 g,425  ( AL--107 ),IL24-7468,B4i-26 Oat seed ~120 g
107,IL24-7468,24,7468,2,24,48,2,1,1,2,1,7,288,426,107,IL24-7468,IA,120 g,426  ( IA--107 ),IL24-7468,B4i-26 Oat seed ~120 g
107,IL24-7468,24,7468,2,24,48,2,1,1,2,1,7,288,427,107,IL24-7468,ND,120 g,427  ( ND--107 ),IL24-7468,B4i-26 Oat seed ~120 g
107,IL24-7468,24,7468,2,24,48,2,1,1,2,1,7,288,428,107,IL24-7468,NY,120 g,428  ( NY--107 ),IL24-7468,B4i-26 Oat seed ~120 g
108,IL24-2010,24,2010,3,24,72,3,3,3,3,3,15,480,429,108,IL24-2010,AL,120 g,429  ( AL--108 ),IL24-2010,B4i-26 Oat seed ~120 g
108,IL24-2010,24,2010,3,24,72,3,3,3,3,3,15,480,430,108,IL24-2010,IA,120 g,430  ( IA--108 ),IL24-2010,B4i-26 Oat seed ~120 g
108,IL24-2010,24,2010,3,24,72,3,3,3,3,3,15,480,431,108,IL24-2010,ND,120 g,431  ( ND--108 ),IL24-2010,B4i-26 Oat seed ~120 g
108,IL24-2010,24,2010,3,24,72,3,3,3,3,3,15,480,432,108,IL24-2010,NY,120 g,432  ( NY--108 ),IL24-2010,B4i-26 Oat seed ~120 g
109,IL24-2705,24,2705,3,24,72,3,3,3,3,3,15,480,433,109,IL24-2705,AL,120 g,433  ( AL--109 ),IL24-2705,B4i-26 Oat seed ~120 g
109,IL24-2705,24,2705,3,24,72,3,3,3,3,3,15,480,434,109,IL24-2705,IA,120 g,434  ( IA--109 ),IL24-2705,B4i-26 Oat seed ~120 g
109,IL24-2705,24,2705,3,24,72,3,3,3,3,3,15,480,435,109,IL24-2705,ND,120 g,435  ( ND--109 ),IL24-2705,B4i-26 Oat seed ~120 g
109,IL24-2705,24,2705,3,24,72,3,3,3,3,3,15,480,436,109,IL24-2705,NY,120 g,436  ( NY--109 ),IL24-2705,B4i-26 Oat seed ~120 g
110,IL24-3359,24,3359,3,24,72,2,2,2,2,3,11,384,437,110,IL24-3359,AL,120 g,437  ( AL--110 ),IL24-3359,B4i-26 Oat seed ~120 g
110,IL24-3359,24,3359,3,24,72,2,2,2,2,3,11,384,438,110,IL24-3359,IA,120 g,438  ( IA--110 ),IL24-3359,B4i-26 Oat seed ~120 g
110,IL24-3359,24,3359,3,24,72,2,2,2,2,3,11,384,439,110,IL24-3359,ND,120 g,439  ( ND--110 ),IL24-3359,B4i-26 Oat seed ~120 g
110,IL24-3359,24,3359,3,24,72,2,2,2,2,3,11,384,440,110,IL24-3359,NY,120 g,440  ( NY--110 ),IL24-3359,B4i-26 Oat seed ~120 g
111,IL24-1676,24,1676,1,24,24,0,1,1,1,1,4,216,441,111,IL24-1676,AL,120 g,441  ( AL--111 ),IL24-1676,B4i-26 Oat seed ~120 g
111,IL24-1676,24,1676,1,24,24,0,1,1,1,1,4,216,442,111,IL24-1676,IA,120 g,442  ( IA--111 ),IL24-1676,B4i-26 Oat seed ~120 g
111,IL24-1676,24,1676,1,24,24,0,1,1,1,1,4,216,443,111,IL24-1676,ND,120 g,443  ( ND--111 ),IL24-1676,B4i-26 Oat seed ~120 g
111,IL24-1676,24,1676,1,24,24,0,1,1,1,1,4,216,444,111,IL24-1676,NY,120 g,444  ( NY--111 ),IL24-1676,B4i-26 Oat seed ~120 g
112,IL24-7306,24,7306,3,24,72,2,2,2,2,3,11,384,445,112,IL24-7306,AL,120 g,445  ( AL--112 ),IL24-7306,B4i-26 Oat seed ~120 g
112,IL24-7306,24,7306,3,24,72,2,2,2,2,3,11,384,446,112,IL24-7306,IA,120 g,446  ( IA--112 ),IL24-7306,B4i-26 Oat seed ~120 g
112,IL24-7306,24,7306,3,24,72,2,2,2,2,3,11,384,447,112,IL24-7306,ND,120 g,447  ( ND--112 ),IL24-7306,B4i-26 Oat seed ~120 g
112,IL24-7306,24,7306,3,24,72,2,2,2,2,3,11,384,448,112,IL24-7306,NY,120 g,448  ( NY--112 ),IL24-7306,B4i-26 Oat seed ~120 g
113,IL24-7958,24,7958,2,24,48,0,2,0,1,1,4,216,449,113,IL24-7958,AL,120 g,449  ( AL--113 ),IL24-7958,B4i-26 Oat seed ~120 g
113,IL24-7958,24,7958,2,24,48,0,2,0,1,1,4,216,450,113,IL24-7958,IA,120 g,450  ( IA--113 ),IL24-7958,B4i-26 Oat seed ~120 g
113,IL24-7958,24,7958,2,24,48,0,2,0,1,1,4,216,451,113,IL24-7958,ND,120 g,451  ( ND--113 ),IL24-7958,B4i-26 Oat seed ~120 g
113,IL24-7958,24,7958,2,24,48,0,2,0,1,1,4,216,452,113,IL24-7958,NY,120 g,452  ( NY--113 ),IL24-7958,B4i-26 Oat seed ~120 g
114,IL24-8738,24,8738,3,24,72,3,2,2,2,2,11,384,453,114,IL24-8738,AL,120 g,453  ( AL--114 ),IL24-8738,B4i-26 Oat seed ~120 g
114,IL24-8738,24,8738,3,24,72,3,2,2,2,2,11,384,454,114,IL24-8738,IA,120 g,454  ( IA--114 ),IL24-8738,B4i-26 Oat seed ~120 g
114,IL24-8738,24,8738,3,24,72,3,2,2,2,2,11,384,455,114,IL24-8738,ND,120 g,455  ( ND--114 ),IL24-8738,B4i-26 Oat seed ~120 g
114,IL24-8738,24,8738,3,24,72,3,2,2,2,2,11,384,456,114,IL24-8738,NY,120 g,456  ( NY--114 ),IL24-8738,B4i-26 Oat seed ~120 g
115,IL24-6521,24,6521,1,24,24,1,1,0,1,1,4,216,457,115,IL24-6521,AL,120 g,457  ( AL--115 ),IL24-6521,B4i-26 Oat seed ~120 g
115,IL24-6521,24,6521,1,24,24,1,1,0,1,1,4,216,458,115,IL24-6521,IA,120 g,458  ( IA--115 ),IL24-6521,B4i-26 Oat seed ~120 g
115,IL24-6521,24,6521,1,24,24,1,1,0,1,1,4,216,459,115,IL24-6521,ND,120 g,459  ( ND--115 ),IL24-6521,B4i-26 Oat seed ~120 g
115,IL24-6521,24,6521,1,24,24,1,1,0,1,1,4,216,460,115,IL24-6521,NY,120 g,460  ( NY--115 ),IL24-6521,B4i-26 Oat seed ~120 g
116,IL24-3844,24,3844,2,24,48,2,2,1,2,2,9,336,461,116,IL24-3844,AL,120 g,461  ( AL--116 ),IL24-3844,B4i-26 Oat seed ~120 g
116,IL24-3844,24,3844,2,24,48,2,2,1,2,2,9,336,462,116,IL24-3844,IA,120 g,462  ( IA--116 ),IL24-3844,B4i-26 Oat seed ~120 g
116,IL24-3844,24,3844,2,24,48,2,2,1,2,2,9,336,463,116,IL24-3844,ND,120 g,463  ( ND--116 ),IL24-3844,B4i-26 Oat seed ~120 g
116,IL24-3844,24,3844,2,24,48,2,2,1,2,2,9,336,464,116,IL24-3844,NY,120 g,464  ( NY--116 ),IL24-3844,B4i-26 Oat seed ~120 g
117,IL24-3017,24,3017,3,24,72,3,2,2,3,3,13,432,465,117,IL24-3017,AL,120 g,465  ( AL--117 ),IL24-3017,B4i-26 Oat seed ~120 g
117,IL24-3017,24,3017,3,24,72,3,2,2,3,3,13,432,466,117,IL24-3017,IA,120 g,466  ( IA--117 ),IL24-3017,B4i-26 Oat seed ~120 g
117,IL24-3017,24,3017,3,24,72,3,2,2,3,3,13,432,467,117,IL24-3017,ND,120 g,467  ( ND--117 ),IL24-3017,B4i-26 Oat seed ~120 g
117,IL24-3017,24,3017,3,24,72,3,2,2,3,3,13,432,468,117,IL24-3017,NY,120 g,468  ( NY--117 ),IL24-3017,B4i-26 Oat seed ~120 g
118,IL24-2175,24,2175,2,24,48,1,2,2,2,1,8,312,469,118,IL24-2175,AL,120 g,469  ( AL--118 ),IL24-2175,B4i-26 Oat seed ~120 g
118,IL24-2175,24,2175,2,24,48,1,2,2,2,1,8,312,470,118,IL24-2175,IA,120 g,470  ( IA--118 ),IL24-2175,B4i-26 Oat seed ~120 g
