X,location,oat_id,pea_id,combo,block_type,oat_total_plots,pea_total_plots,oat_used_plots,pea_used_plots,oat_plots_remaining,pea_plots_remaining,block,within_rep,row,col,plot_number,unit,gid,gid.no,row,col,rep,trt,block,plot,pedigree,crop,trial,location,year,design,field
1111,IL,IL24-378,NDP250349G,IL24-378+NDP250349G,within_env,135,13,15,6,120,7,2,2,16,10,311,311,IL24-378+NDP250349G,NA,8,10,1,NA,2,831,IL24-378+NDP250349G,OatPea,iCrop,Urb,26,PR,M-7
1112,IL,IL24-4634,NDP250268G,IL24-4634+NDP250268G,unique_new,167,10,14,10,153,0,2,NA,16,9,312,312,IL24-4634+NDP250268G,NA,8,9,1,NA,2,832,IL24-4634+NDP250268G,OatPea,iCrop,Urb,26,PR,M-7
1113,IL,IL24-3322,NDP250325G,IL24-3322+NDP250325G,unique_new,143,16,4,16,139,0,2,NA,16,8,313,313,IL24-3322+NDP250325G,NA,8,8,1,NA,2,833,IL24-3322+NDP250325G,OatPea,iCrop,Urb,26,PR,M-7
1114,IL,IL24-4117,NDP250304G,IL24-4117+NDP250304G,unique_new,137,10,9,10,128,0,2,NA,16,7,314,314,IL24-4117+NDP250304G,NA,8,7,1,NA,2,834,IL24-4117+NDP250304G,OatPea,iCrop,Urb,26,PR,M-7
1115,IL,IL23-4746,NDP250366G,IL23-4746+NDP250366G,unique_new,3,7,3,5,0,2,2,NA,16,6,315,315,IL23-4746+NDP250366G,NA,8,6,1,NA,2,835,IL23-4746+NDP250366G,OatPea,iCrop,Urb,26,PR,M-7
1116,IL,IL24-8157,NDP180093G,IL24-8157+NDP180093G,unique_new,141,16,8,11,133,5,2,NA,16,5,316,316,IL24-8157+NDP180093G,NA,8,5,1,NA,2,836,IL24-8157+NDP180093G,OatPea,iCrop,Urb,26,PR,M-7
1117,IL,IL24-2665,NDP250178Y,IL24-2665+NDP250178Y,unique_new,152,17,9,10,143,7,2,NA,16,4,317,317,IL24-2665+NDP250178Y,NA,8,4,1,NA,2,837,IL24-2665+NDP250178Y,OatPea,iCrop,Urb,26,PR,M-7
1118,IL,IL24-155,NDP250205Y,IL24-155+NDP250205Y,unique_new,143,23,7,12,136,11,2,NA,16,3,318,318,IL24-155+NDP250205Y,NA,8,3,1,NA,2,838,IL24-155+NDP250205Y,OatPea,iCrop,Urb,26,PR,M-7
1119,IL,IL24-7509,NDP180099G,IL24-7509+NDP180099G,unique_new,149,10,7,7,142,3,2,NA,16,2,319,319,IL24-7509+NDP180099G,NA,8,2,1,NA,2,839,IL24-7509+NDP180099G,OatPea,iCrop,Urb,26,PR,M-7
1120,IL,IL24-8153,NDP250217Y,IL24-8153+NDP250217Y,within_env,138,27,10,9,128,18,2,2,16,1,320,320,IL24-8153+NDP250217Y,NA,8,1,1,NA,2,840,IL24-8153+NDP250217Y,OatPea,iCrop,Urb,26,PR,M-7
1121,IL,IL24-3221,NDP250008Y,IL24-3221+NDP250008Y,unique_new,139,13,11,13,128,0,2,NA,17,1,321,321,IL24-3221+NDP250008Y,NA,9,1,1,NA,2,901,IL24-3221+NDP250008Y,OatPea,iCrop,Urb,26,PR,M-7
1122,IL,IL24-2709,NDP250224G,IL24-2709+NDP250224G,unique_new,123,19,6,13,117,6,2,NA,17,2,322,322,IL24-2709+NDP250224G,NA,9,2,1,NA,2,902,IL24-2709+NDP250224G,OatPea,iCrop,Urb,26,PR,M-7
1123,IL,IL24-6528,NDP250330G,IL24-6528+NDP250330G,unique_new,140,9,10,7,130,2,2,NA,17,3,323,323,IL24-6528+NDP250330G,NA,9,3,1,NA,2,903,IL24-6528+NDP250330G,OatPea,iCrop,Urb,26,PR,M-7
1124,IL,IL24-3376,NDP180072Y,IL24-3376+NDP180072Y,unique_new,151,21,7,11,144,10,2,NA,17,4,324,324,IL24-3376+NDP180072Y,NA,9,4,1,NA,2,904,IL24-3376+NDP180072Y,OatPea,iCrop,Urb,26,PR,M-7
1125,IL,IL24-7147,NDP250324G,IL24-7147+NDP250324G,unique_new,130,15,4,5,126,10,2,NA,17,5,325,325,IL24-7147+NDP250324G,NA,9,5,1,NA,2,905,IL24-7147+NDP250324G,OatPea,iCrop,Urb,26,PR,M-7
1126,IL,IL24-8505,NDP250192Y,IL24-8505+NDP250192Y,unique_new,146,34,6,19,140,15,2,NA,17,6,326,326,IL24-8505+NDP250192Y,NA,9,6,1,NA,2,906,IL24-8505+NDP250192Y,OatPea,iCrop,Urb,26,PR,M-7
1127,IL,IL24-4920,NDP250363G,IL24-4920+NDP250363G,unique_new,126,13,11,7,115,6,2,NA,17,7,327,327,IL24-4920+NDP250363G,NA,9,7,1,NA,2,907,IL24-4920+NDP250363G,OatPea,iCrop,Urb,26,PR,M-7
1128,IL,IL24-3211,NDP250045Y,IL24-3211+NDP250045Y,network_seed,168,33,18,13,150,20,2,NA,17,8,328,328,IL24-3211+NDP250045Y,NA,9,8,1,NA,2,908,IL24-3211+NDP250045Y,OatPea,iCrop,Urb,26,PR,M-7
1129,IL,IL24-2026,NDP180091G,IL24-2026+NDP180091G,between_env,154,19,14,11,140,8,2,NA,17,9,329,329,IL24-2026+NDP180091G,NA,9,9,1,NA,2,909,IL24-2026+NDP180091G,OatPea,iCrop,Urb,26,PR,M-7
1130,IL,IL24-3774,NDP250261G,IL24-3774+NDP250261G,unique_new,143,22,4,13,139,9,2,NA,17,10,330,330,IL24-3774+NDP250261G,NA,9,10,1,NA,2,910,IL24-3774+NDP250261G,OatPea,iCrop,Urb,26,PR,M-7
1131,IL,IL24-4938,NDP250008Y,IL24-4938+NDP250008Y,unique_new,129,13,8,13,121,0,2,NA,17,11,331,331,IL24-4938+NDP250008Y,NA,9,11,1,NA,2,911,IL24-4938+NDP250008Y,OatPea,iCrop,Urb,26,PR,M-7
1132,IL,IL24-1905,NDP250260G,IL24-1905+NDP250260G,unique_new,136,24,9,8,127,16,2,NA,17,12,332,332,IL24-1905+NDP250260G,NA,9,12,1,NA,2,912,IL24-1905+NDP250260G,OatPea,iCrop,Urb,26,PR,M-7
1133,IL,IL24-6977,NDP250333G,IL24-6977+NDP250333G,within_env,145,9,14,9,131,0,2,2,17,13,333,333,IL24-6977+NDP250333G,NA,9,13,1,NA,2,913,IL24-6977+NDP250333G,OatPea,iCrop,Urb,26,PR,M-7
1134,IL,IL23-1859,NDP150232Y,IL23-1859+NDP150232Y,carryover,10,32,2,4,8,28,2,NA,17,14,334,334,IL23-1859+NDP150232Y,NA,9,14,1,NA,2,914,IL23-1859+NDP150232Y,OatPea,iCrop,Urb,26,PR,M-7
1135,IL,IL24-8172,NDP250247G,IL24-8172+NDP250247G,within_env,142,16,5,7,137,9,2,2,17,15,335,335,IL24-8172+NDP250247G,NA,9,15,1,NA,2,915,IL24-8172+NDP250247G,OatPea,iCrop,Urb,26,PR,M-7
1136,IL,IL21-5917,NDP250122Y,IL21-5917+NDP250122Y,carryover,10,18,3,1,7,17,2,NA,17,16,336,336,IL21-5917+NDP250122Y,NA,9,16,1,NA,2,916,IL21-5917+NDP250122Y,OatPea,iCrop,Urb,26,PR,M-7
1137,IL,IL24-1031,NDP250373G,IL24-1031+NDP250373G,unique_new,130,8,12,8,118,0,2,NA,17,17,337,337,IL24-1031+NDP250373G,NA,9,17,1,NA,2,917,IL24-1031+NDP250373G,OatPea,iCrop,Urb,26,PR,M-7
1138,IL,IL24-6616,NDP250004Y,IL24-6616+NDP250004Y,unique_new,145,22,8,7,137,15,2,NA,17,18,338,338,IL24-6616+NDP250004Y,NA,9,18,1,NA,2,918,IL24-6616+NDP250004Y,OatPea,iCrop,Urb,26,PR,M-7
1139,IL,IL24-2705,NDP250269G,IL24-2705+NDP250269G,unique_new,135,18,15,9,120,9,2,NA,17,19,339,339,IL24-2705+NDP250269G,NA,9,19,1,NA,2,919,IL24-2705+NDP250269G,OatPea,iCrop,Urb,26,PR,M-7
1140,IL,IL24-2333,NDP250292Y,IL24-2333+NDP250292Y,within_env,155,10,10,10,145,0,2,2,17,20,340,340,IL24-2333+NDP250292Y,NA,9,20,1,NA,2,920,IL24-2333+NDP250292Y,OatPea,iCrop,Urb,26,PR,M-7
1141,IL,IL24-3417,NDP250222G,IL24-3417+NDP250222G,between_env,162,12,10,12,152,0,2,NA,18,20,341,341,IL24-3417+NDP250222G,NA,9,21,1,NA,2,921,IL24-3417+NDP250222G,OatPea,iCrop,Urb,26,PR,M-7
1142,IL,IL24-4756,NDP250265G,IL24-4756+NDP250265G,unique_new,153,24,11,6,142,18,2,NA,18,19,342,342,IL24-4756+NDP250265G,NA,9,22,1,NA,2,922,IL24-4756+NDP250265G,OatPea,iCrop,Urb,26,PR,M-7
1143,IL,IL23-251,NDP250157Y,IL23-251+NDP250157Y,carryover,3,28,3,1,0,27,2,NA,18,18,343,343,IL23-251+NDP250157Y,NA,9,23,1,NA,2,923,IL23-251+NDP250157Y,OatPea,iCrop,Urb,26,PR,M-7
1144,IL,IL23-4546,NDP250080Y,IL23-4546+NDP250080Y,carryover,10,48,4,5,6,43,2,NA,18,17,344,344,IL23-4546+NDP250080Y,NA,9,24,1,NA,2,924,IL23-4546+NDP250080Y,OatPea,iCrop,Urb,26,PR,M-7
1145,IL,IL24-6932,NDP250192Y,IL24-6932+NDP250192Y,network_seed,172,34,12,19,160,15,2,NA,18,16,345,345,IL24-6932+NDP250192Y,NA,9,25,1,NA,2,925,IL24-6932+NDP250192Y,OatPea,iCrop,Urb,26,PR,M-7
1146,IL,IL24-3813,NDP250263G,IL24-3813+NDP250263G,between_env,133,20,15,12,118,8,2,NA,18,15,346,346,IL24-3813+NDP250263G,NA,9,26,1,NA,2,926,IL24-3813+NDP250263G,OatPea,iCrop,Urb,26,PR,M-7
1147,IL,IL24-2665,NDP250341G,IL24-2665+NDP250341G,unique_new,152,10,9,10,143,0,2,NA,18,14,347,347,IL24-2665+NDP250341G,NA,9,27,1,NA,2,927,IL24-2665+NDP250341G,OatPea,iCrop,Urb,26,PR,M-7
1148,IL,IL24-3813,NDP250045Y,IL24-3813+NDP250045Y,unique_new,133,33,15,13,118,20,2,NA,18,13,348,348,IL24-3813+NDP250045Y,NA,9,28,1,NA,2,928,IL24-3813+NDP250045Y,OatPea,iCrop,Urb,26,PR,M-7
1149,IL,IL24-5370,NDP250270G,IL24-5370+NDP250270G,unique_new,186,19,13,12,173,7,2,NA,18,12,349,349,IL24-5370+NDP250270G,NA,9,29,1,NA,2,929,IL24-5370+NDP250270G,OatPea,iCrop,Urb,26,PR,M-7
1150,IL,IL24-4823,NDP250225G,IL24-4823+NDP250225G,unique_new,148,30,9,9,139,21,2,NA,18,11,350,350,IL24-4823+NDP250225G,NA,9,30,1,NA,2,930,IL24-4823+NDP250225G,OatPea,iCrop,Urb,26,PR,M-7
1151,IL,IL24-7337,NDP250216Y,IL24-7337+NDP250216Y,unique_new,166,24,14,11,152,13,2,NA,18,10,351,351,IL24-7337+NDP250216Y,NA,9,31,1,NA,2,931,IL24-7337+NDP250216Y,OatPea,iCrop,Urb,26,PR,M-7
1152,IL,IL24-6721,NDP250214Y,IL24-6721+NDP250214Y,unique_new,152,22,4,9,148,13,2,NA,18,9,352,352,IL24-6721+NDP250214Y,NA,9,32,1,NA,2,932,IL24-6721+NDP250214Y,OatPea,iCrop,Urb,26,PR,M-7
1153,IL,IL24-7473,NDP250227G,IL24-7473+NDP250227G,between_env,140,20,15,11,125,9,2,NA,18,8,353,353,IL24-7473+NDP250227G,NA,9,33,1,NA,2,933,IL24-7473+NDP250227G,OatPea,iCrop,Urb,26,PR,M-7
1154,IL,IL24-6924,NDP250270G,IL24-6924+NDP250270G,unique_new,153,19,6,12,147,7,2,NA,18,7,354,354,IL24-6924+NDP250270G,NA,9,34,1,NA,2,934,IL24-6924+NDP250270G,OatPea,iCrop,Urb,26,PR,M-7
1155,IL,IL24-4756,NDP250261G,IL24-4756+NDP250261G,unique_new,153,22,11,13,142,9,2,NA,18,6,355,355,IL24-4756+NDP250261G,NA,9,35,1,NA,2,935,IL24-4756+NDP250261G,OatPea,iCrop,Urb,26,PR,M-7
1156,IL,IL24-3276,NDP250280G,IL24-3276+NDP250280G,unique_new,138,14,9,14,129,0,2,NA,18,5,356,356,IL24-3276+NDP250280G,NA,9,36,1,NA,2,936,IL24-3276+NDP250280G,OatPea,iCrop,Urb,26,PR,M-7
1157,IL,IL24-8746,NDP250282G,IL24-8746+NDP250282G,unique_new,150,16,7,16,143,0,2,NA,18,4,357,357,IL24-8746+NDP250282G,NA,9,37,1,NA,2,937,IL24-8746+NDP250282G,OatPea,iCrop,Urb,26,PR,M-7
1158,IL,IL24-324,NDP250217Y,IL24-324+NDP250217Y,within_env,146,27,7,9,139,18,2,2,18,3,358,358,IL24-324+NDP250217Y,NA,9,38,1,NA,2,938,IL24-324+NDP250217Y,OatPea,iCrop,Urb,26,PR,M-7
1159,IL,IL24-6522,NDP250293Y,IL24-6522+NDP250293Y,unique_new,150,14,10,9,140,5,2,NA,18,2,359,359,IL24-6522+NDP250293Y,NA,9,39,1,NA,2,939,IL24-6522+NDP250293Y,OatPea,iCrop,Urb,26,PR,M-7
1160,IL,IL24-2408,NDP250255Y,IL24-2408+NDP250255Y,unique_new,148,23,10,10,138,13,2,NA,18,1,360,360,IL24-2408+NDP250255Y,NA,9,40,1,NA,2,940,IL24-2408+NDP250255Y,OatPea,iCrop,Urb,26,PR,M-7
1161,IL,IL24-1933,NDP250009Y,IL24-1933+NDP250009Y,unique_new,151,22,5,9,146,13,2,NA,19,1,361,361,IL24-1933+NDP250009Y,NA,10,40,1,NA,2,1001,IL24-1933+NDP250009Y,OatPea,iCrop,Urb,26,PR,M-7
1162,IL,IL24-4767,NDP250218Y,IL24-4767+NDP250218Y,unique_new,132,21,10,6,122,15,2,NA,19,2,362,362,IL24-4767+NDP250218Y,NA,10,39,1,NA,2,1002,IL24-4767+NDP250218Y,OatPea,iCrop,Urb,26,PR,M-7
1163,IL,IL24-1913,NDP250276G,IL24-1913+NDP250276G,unique_new,140,20,10,15,130,5,2,NA,19,3,363,363,IL24-1913+NDP250276G,NA,10,38,1,NA,2,1003,IL24-1913+NDP250276G,OatPea,iCrop,Urb,26,PR,M-7
1164,IL,IL24-6505,NDP250216Y,IL24-6505+NDP250216Y,unique_new,118,24,10,11,108,13,2,NA,19,4,364,364,IL24-6505+NDP250216Y,NA,10,37,1,NA,2,1004,IL24-6505+NDP250216Y,OatPea,iCrop,Urb,26,PR,M-7
1165,IL,IL24-2673,NDP250301G,IL24-2673+NDP250301G,unique_new,135,20,12,10,123,10,2,NA,19,5,365,365,IL24-2673+NDP250301G,NA,10,36,1,NA,2,1005,IL24-2673+NDP250301G,OatPea,iCrop,Urb,26,PR,M-7
1166,IL,IL24-5446,NDP250316Y,IL24-5446+NDP250316Y,unique_new,155,16,14,16,141,0,2,NA,19,6,366,366,IL24-5446+NDP250316Y,NA,10,35,1,NA,2,1006,IL24-5446+NDP250316Y,OatPea,iCrop,Urb,26,PR,M-7
1167,IL,IL24-3844,NDP250248G,IL24-3844+NDP250248G,unique_new,145,31,9,7,136,24,2,NA,19,7,367,367,IL24-3844+NDP250248G,NA,10,34,1,NA,2,1007,IL24-3844+NDP250248G,OatPea,iCrop,Urb,26,PR,M-7
1168,IL,IL24-364,NDP180030G,IL24-364+NDP180030G,unique_new,129,19,5,13,124,6,2,NA,19,8,368,368,IL24-364+NDP180030G,NA,10,33,1,NA,2,1008,IL24-364+NDP180030G,OatPea,iCrop,Urb,26,PR,M-7
1169,IL,IL24-7707,NDP250304G,IL24-7707+NDP250304G,unique_new,146,10,13,10,133,0,2,NA,19,9,369,369,IL24-7707+NDP250304G,NA,10,32,1,NA,2,1009,IL24-7707+NDP250304G,OatPea,iCrop,Urb,26,PR,M-7
1170,IL,IL24-6278,NDP250195Y,IL24-6278+NDP250195Y,unique_new,129,20,8,6,121,14,2,NA,19,10,370,370,IL24-6278+NDP250195Y,NA,10,31,1,NA,2,1010,IL24-6278+NDP250195Y,OatPea,iCrop,Urb,26,PR,M-7
1171,IL,IL24-1647,NDP250205Y,IL24-1647+NDP250205Y,unique_new,151,23,8,12,143,11,2,NA,19,11,371,371,IL24-1647+NDP250205Y,NA,10,30,1,NA,2,1011,IL24-1647+NDP250205Y,OatPea,iCrop,Urb,26,PR,M-7
1172,IL,IL24-7707,NDP250016G,IL24-7707+NDP250016G,between_env,146,24,13,13,133,11,2,NA,19,12,372,372,IL24-7707+NDP250016G,NA,10,29,1,NA,2,1012,IL24-7707+NDP250016G,OatPea,iCrop,Urb,26,PR,M-7
1173,IL,IL24-6819,NDP250257Y,IL24-6819+NDP250257Y,unique_new,140,24,10,14,130,10,2,NA,19,13,373,373,IL24-6819+NDP250257Y,NA,10,28,1,NA,2,1013,IL24-6819+NDP250257Y,OatPea,iCrop,Urb,26,PR,M-7
1174,IL,IL24-7829,NDP180042G,IL24-7829+NDP180042G,between_env,162,14,14,14,148,0,2,NA,19,14,374,374,IL24-7829+NDP180042G,NA,10,27,1,NA,2,1014,IL24-7829+NDP180042G,OatPea,iCrop,Urb,26,PR,M-7
1175,IL,IL24-362,NDP180052G,IL24-362+NDP180052G,within_env,143,17,8,5,135,12,2,2,19,15,375,375,IL24-362+NDP180052G,NA,10,26,1,NA,2,1015,IL24-362+NDP180052G,OatPea,iCrop,Urb,26,PR,M-7
1176,IL,IL24-426,NDP250268G,IL24-426+NDP250268G,unique_new,164,10,15,10,149,0,2,NA,19,16,376,376,IL24-426+NDP250268G,NA,10,25,1,NA,2,1016,IL24-426+NDP250268G,OatPea,iCrop,Urb,26,PR,M-7
1177,IL,IL24-1836,NDP250206Y,IL24-1836+NDP250206Y,unique_new,149,29,8,8,141,21,2,NA,19,17,377,377,IL24-1836+NDP250206Y,NA,10,24,1,NA,2,1017,IL24-1836+NDP250206Y,OatPea,iCrop,Urb,26,PR,M-7
1178,IL,IL24-5370,NDP250119G,IL24-5370+NDP250119G,network_seed,186,49,13,9,173,40,2,NA,19,18,378,378,IL24-5370+NDP250119G,NA,10,23,1,NA,2,1018,IL24-5370+NDP250119G,OatPea,iCrop,Urb,26,PR,M-7
1179,IL,IL24-6560,NDP250215Y,IL24-6560+NDP250215Y,unique_new,147,24,11,15,136,9,2,NA,19,19,379,379,IL24-6560+NDP250215Y,NA,10,22,1,NA,2,1019,IL24-6560+NDP250215Y,OatPea,iCrop,Urb,26,PR,M-7
1180,IL,IL24-3859,NDP250164Y,IL24-3859+NDP250164Y,within_env,138,34,5,15,133,19,2,2,19,20,380,380,IL24-3859+NDP250164Y,NA,10,21,1,NA,2,1020,IL24-3859+NDP250164Y,OatPea,iCrop,Urb,26,PR,M-7
1181,IL,IL24-2566,NDP250236G,IL24-2566+NDP250236G,unique_new,147,25,6,8,141,17,2,NA,20,20,381,381,IL24-2566+NDP250236G,NA,10,20,1,NA,2,1021,IL24-2566+NDP250236G,OatPea,iCrop,Urb,26,PR,M-7
1182,IL,IL24-7525,NDP180101G,IL24-7525+NDP180101G,unique_new,147,16,8,10,139,6,2,NA,20,19,382,382,IL24-7525+NDP180101G,NA,10,19,1,NA,2,1022,IL24-7525+NDP180101G,OatPea,iCrop,Urb,26,PR,M-7
1183,IL,IL24-7512,NDP250249G,IL24-7512+NDP250249G,within_env,175,30,17,8,158,22,2,2,20,18,383,383,IL24-7512+NDP250249G,NA,10,18,1,NA,2,1023,IL24-7512+NDP250249G,OatPea,iCrop,Urb,26,PR,M-7
1184,IL,IL24-6547,NDP250227G,IL24-6547+NDP250227G,unique_new,150,20,8,11,142,9,2,NA,20,17,384,384,IL24-6547+NDP250227G,NA,10,17,1,NA,2,1024,IL24-6547+NDP250227G,OatPea,iCrop,Urb,26,PR,M-7
1185,IL,IL24-2553,NDP250221Y,IL24-2553+NDP250221Y,unique_new,152,15,12,10,140,5,2,NA,20,16,385,385,IL24-2553+NDP250221Y,NA,10,16,1,NA,2,1025,IL24-2553+NDP250221Y,OatPea,iCrop,Urb,26,PR,M-7
1186,IL,IL23-1847,NDP170185Y,IL23-1847+NDP170185Y,carryover,10,5,3,1,7,4,2,NA,20,15,386,386,IL23-1847+NDP170185Y,NA,10,15,1,NA,2,1026,IL23-1847+NDP170185Y,OatPea,iCrop,Urb,26,PR,M-7
1187,IL,IL24-2010,NDP250022Y,IL24-2010+NDP250022Y,unique_new,166,34,15,12,151,22,2,NA,20,14,387,387,IL24-2010+NDP250022Y,NA,10,14,1,NA,2,1027,IL24-2010+NDP250022Y,OatPea,iCrop,Urb,26,PR,M-7
1188,IL,IL24-8738,AGASSIZ,IL24-8738+AGASSIZ,unique_new,151,25,11,6,140,19,2,NA,20,13,388,388,IL24-8738+AGASSIZ,NA,10,13,1,NA,2,1028,IL24-8738+AGASSIZ,OatPea,iCrop,Urb,26,PR,M-7
1189,IL,IL24-5350,NDP250329G,IL24-5350+NDP250329G,within_env,147,15,4,8,143,7,2,2,20,12,389,389,IL24-5350+NDP250329G,NA,10,12,1,NA,2,1029,IL24-5350+NDP250329G,OatPea,iCrop,Urb,26,PR,M-7
1190,IL,IL24-552,NDP250350G,IL24-552+NDP250350G,unique_new,137,15,8,10,129,5,2,NA,20,11,390,390,IL24-552+NDP250350G,NA,10,11,1,NA,2,1030,IL24-552+NDP250350G,OatPea,iCrop,Urb,26,PR,M-7
1191,IL,IL24-4634,NDP250022Y,IL24-4634+NDP250022Y,network_seed,167,34,14,12,153,22,2,NA,20,10,391,391,IL24-4634+NDP250022Y,NA,10,10,1,NA,2,1031,IL24-4634+NDP250022Y,OatPea,iCrop,Urb,26,PR,M-7
1192,IL,IL24-7337,NDP250206Y,IL24-7337+NDP250206Y,unique_new,166,29,14,8,152,21,2,NA,20,9,392,392,IL24-7337+NDP250206Y,NA,10,9,1,NA,2,1032,IL24-7337+NDP250206Y,OatPea,iCrop,Urb,26,PR,M-7
1193,IL,IL24-5519,NDP250251Y,IL24-5519+NDP250251Y,unique_new,157,20,7,12,150,8,2,NA,20,8,393,393,IL24-5519+NDP250251Y,NA,10,8,1,NA,2,1033,IL24-5519+NDP250251Y,OatPea,iCrop,Urb,26,PR,M-7
1194,IL,IL24-618,NDP250327G,IL24-618+NDP250327G,unique_new,143,13,5,7,138,6,2,NA,20,7,394,394,IL24-618+NDP250327G,NA,10,7,1,NA,2,1034,IL24-618+NDP250327G,OatPea,iCrop,Urb,26,PR,M-7
1195,IL,IL24-4756,NDP250210G,IL24-4756+NDP250210G,unique_new,153,9,11,9,142,0,2,NA,20,6,395,395,IL24-4756+NDP250210G,NA,10,6,1,NA,2,1035,IL24-4756+NDP250210G,OatPea,iCrop,Urb,26,PR,M-7
1196,IL,IL24-3821,NDP250038Y,IL24-3821+NDP250038Y,unique_new,154,5,10,5,144,0,2,NA,20,5,396,396,IL24-3821+NDP250038Y,NA,10,5,1,NA,2,1036,IL24-3821+NDP250038Y,OatPea,iCrop,Urb,26,PR,M-7
1197,IL,IL24-2311,NDP250336G,IL24-2311+NDP250336G,unique_new,145,21,2,14,143,7,2,NA,20,4,397,397,IL24-2311+NDP250336G,NA,10,4,1,NA,2,1037,IL24-2311+NDP250336G,OatPea,iCrop,Urb,26,PR,M-7
1198,IL,IL24-3456,NDP250199Y,IL24-3456+NDP250199Y,unique_new,118,31,6,15,112,16,2,NA,20,3,398,398,IL24-3456+NDP250199Y,NA,10,3,1,NA,2,1038,IL24-3456+NDP250199Y,OatPea,iCrop,Urb,26,PR,M-7
1199,IL,IL24-3360,NDP250024Y,IL24-3360+NDP250024Y,unique_new,140,23,6,6,134,17,2,NA,20,2,399,399,IL24-3360+NDP250024Y,NA,10,2,1,NA,2,1039,IL24-3360+NDP250024Y,OatPea,iCrop,Urb,26,PR,M-7
1200,IL,IL24-378,NDP250241G,IL24-378+NDP250241G,unique_new,135,14,15,12,120,2,2,NA,20,1,400,400,IL24-378+NDP250241G,NA,10,1,1,NA,2,1040,IL24-378+NDP250241G,OatPea,iCrop,Urb,26,PR,M-7
